# Time(ns)	Amplitude
0.00 200.02
1.01 199.86
2.02 200.10
3.03 200.11
4.03 200.12
5.04 199.38
6.05 202.42
7.06 206.83
8.07 207.88
9.08 208.67
10.08 208.87
11.09 207.47
12.10 207.21
13.11 206.45
14.12 206.00
15.13 205.92
16.13 204.63
17.14 204.58
18.15 209.33
19.16 212.38
20.17 213.08
21.18 212.60
22.18 212.27
23.19 211.79
24.20 210.44
25.21 209.85
26.22 209.12
27.23 208.16
28.24 207.42
29.24 206.41
30.25 211.05
31.26 213.91
32.27 214.73
33.28 213.85
34.29 213.38
35.29 212.44
36.30 210.70
37.31 210.31
38.32 209.09
39.33 208.26
40.34 207.46
41.34 207.59
42.35 206.31
43.36 205.67
44.37 204.52
45.38 204.78
46.39 204.02
47.39 203.65
48.40 203.32
49.41 203.10
50.42 202.76
51.43 202.56
52.44 202.04
53.45 202.07
54.45 201.97
55.46 202.19
56.47 201.44
57.48 200.93
58.49 200.96
59.50 201.44
60.50 201.29
61.51 201.10
62.52 200.83
63.53 201.39
64.54 200.99
65.55 200.44
66.55 200.27
67.56 200.68
68.57 200.69
69.58 200.66
70.59 200.54
71.60 200.25
72.61 199.76
73.61 200.59
74.62 200.59
75.63 199.85
76.64 200.38
77.65 200.28
78.66 200.40
79.66 200.56
80.67 200.67
81.68 200.19
82.69 200.26
83.70 199.74
84.71 199.61
85.71 203.04
86.72 206.85
87.73 208.48
88.74 208.90
89.75 208.23
90.76 208.12
91.76 207.72
92.77 207.29
93.78 206.08
94.79 205.69
95.80 205.51
96.81 204.36
97.82 204.69
98.82 203.70
99.83 207.24
100.84 211.08
101.85 212.09
102.86 212.24
103.87 212.59
104.87 211.80
105.88 210.61
106.89 209.95
107.90 208.85
108.91 208.27
109.92 207.54
110.92 206.41
111.93 206.41
112.94 205.49
113.95 205.39
114.96 204.16
115.97 203.84
116.97 204.10
117.98 203.60
118.99 203.18
120.00 202.67
