# Time(ns)	Amplitude
0.00 199.95
1.01 199.70
2.02 199.91
3.03 199.53
4.03 200.40
5.04 199.37
6.05 199.79
7.06 203.23
8.07 207.39
9.08 209.02
10.08 209.73
11.09 209.10
12.10 210.99
13.11 211.21
14.12 211.51
15.13 210.87
16.13 210.46
17.14 210.00
18.15 208.84
19.16 207.66
20.17 207.19
21.18 206.54
22.18 206.00
23.19 205.56
24.20 204.98
25.21 204.12
26.22 203.55
27.23 203.81
28.24 203.33
29.24 202.53
30.25 202.36
31.26 202.21
32.27 202.61
33.28 202.05
34.29 201.68
35.29 201.44
36.30 201.04
37.31 207.48
38.32 210.58
39.33 210.93
40.34 211.46
41.34 210.18
42.35 209.96
43.36 208.71
44.37 208.66
45.38 207.56
46.39 207.00
47.39 205.96
48.40 205.11
49.41 209.17
50.42 212.54
51.43 213.61
52.44 214.02
53.45 213.00
54.45 212.37
55.46 211.39
56.47 210.10
57.48 209.35
58.49 208.95
59.50 207.43
60.50 207.19
61.51 206.60
62.52 206.07
63.53 205.58
64.54 205.09
65.55 204.62
66.55 203.33
67.56 203.57
68.57 203.42
69.58 202.51
70.59 204.05
71.60 207.71
72.61 209.10
73.61 209.69
74.62 209.38
75.63 208.56
76.64 208.01
77.65 207.32
78.66 206.65
79.66 206.09
80.67 205.69
81.68 205.04
82.69 204.89
83.70 204.24
84.71 203.89
85.71 203.66
86.72 203.37
87.73 202.78
88.74 202.40
89.75 202.60
90.76 202.10
91.76 201.85
92.77 202.00
93.78 201.88
94.79 201.53
95.80 201.12
96.81 201.15
97.82 200.98
98.82 200.95
99.83 201.25
100.84 200.81
101.85 200.35
102.86 200.44
103.87 201.04
104.87 201.26
105.88 200.13
106.89 200.46
107.90 200.42
108.91 200.01
109.92 200.59
110.92 200.28
111.93 200.38
112.94 199.66
113.95 200.34
114.96 200.62
115.97 199.90
116.97 200.39
117.98 199.93
118.99 200.24
120.00 199.60
