# Time(ns)	Amplitude
0.00 200.33
1.01 199.51
2.02 200.28
3.03 199.85
4.03 200.31
5.04 200.04
6.05 200.22
7.06 199.88
8.07 199.80
9.08 199.98
10.08 199.53
11.09 200.12
12.10 199.94
13.11 200.43
14.12 200.11
15.13 199.54
16.13 199.66
17.14 200.20
18.15 203.15
19.16 205.66
20.17 207.35
21.18 207.29
22.18 206.89
23.19 206.50
24.20 206.11
25.21 209.67
26.22 213.34
27.23 214.70
28.24 213.60
29.24 213.51
30.25 214.97
31.26 216.35
32.27 215.38
33.28 214.38
34.29 213.41
35.29 212.46
36.30 211.49
37.31 209.84
38.32 209.80
39.33 212.25
40.34 216.05
41.34 216.69
42.35 216.62
43.36 215.66
44.37 214.43
45.38 213.40
46.39 211.96
47.39 211.10
48.40 209.99
49.41 209.36
50.42 208.00
51.43 210.01
52.44 212.35
53.45 212.04
54.45 211.61
55.46 211.31
56.47 210.60
57.48 209.18
58.49 208.45
59.50 208.18
60.50 207.23
61.51 206.45
62.52 206.14
63.53 205.26
64.54 204.56
65.55 203.91
66.55 203.31
67.56 203.21
68.57 203.34
69.58 202.98
70.59 203.14
71.60 202.55
72.61 202.28
73.61 201.60
74.62 201.64
75.63 201.67
76.64 201.51
77.65 201.44
78.66 201.77
79.66 201.31
80.67 201.29
81.68 200.69
82.69 200.48
83.70 201.17
84.71 200.39
85.71 200.79
86.72 201.15
87.73 200.22
88.74 200.46
89.75 200.26
90.76 200.34
91.76 200.21
92.77 200.61
93.78 200.32
94.79 200.48
95.80 200.09
96.81 200.48
97.82 200.11
98.82 200.20
99.83 200.02
100.84 200.25
101.85 199.54
102.86 200.31
103.87 200.12
104.87 199.94
105.88 200.35
106.89 200.39
107.90 199.95
108.91 200.41
109.92 200.64
110.92 199.66
111.93 199.62
112.94 200.45
113.95 199.78
114.96 200.12
115.97 200.23
116.97 200.28
117.98 200.47
118.99 200.15
120.00 200.19
