# Time(ns)	Amplitude
0.00 199.65
1.01 200.30
2.02 200.04
3.03 199.81
4.03 199.97
5.04 200.06
6.05 199.63
7.06 199.76
8.07 202.31
9.08 207.12
10.08 210.04
11.09 210.42
12.10 210.06
13.11 213.45
14.12 213.70
15.13 213.00
16.13 216.94
17.14 220.66
18.15 220.05
19.16 219.98
20.17 217.86
21.18 217.21
22.18 215.35
23.19 214.67
24.20 213.12
25.21 211.76
26.22 210.12
27.23 209.97
28.24 209.01
29.24 207.35
30.25 207.10
31.26 206.53
32.27 205.61
33.28 205.59
34.29 204.68
35.29 205.10
36.30 204.09
37.31 203.67
38.32 203.00
39.33 203.64
40.34 202.60
41.34 202.39
42.35 202.14
43.36 202.68
44.37 201.38
45.38 201.68
46.39 201.77
47.39 200.89
48.40 200.73
49.41 200.55
50.42 200.47
51.43 200.79
52.44 200.32
53.45 200.61
54.45 200.33
55.46 200.79
56.47 200.58
57.48 200.57
58.49 200.33
59.50 200.33
60.50 200.85
61.51 199.98
62.52 200.26
63.53 200.66
64.54 200.51
65.55 200.08
66.55 200.28
67.56 200.29
68.57 200.07
69.58 200.69
70.59 200.09
71.60 199.77
72.61 204.45
73.61 206.58
74.62 207.23
75.63 207.47
76.64 207.08
77.65 206.93
78.66 205.95
79.66 205.32
80.67 204.93
81.68 204.90
82.69 206.94
83.70 208.08
84.71 208.72
85.71 207.59
86.72 207.22
87.73 207.07
88.74 206.62
89.75 205.24
90.76 205.29
91.76 204.72
92.77 204.17
93.78 203.61
94.79 203.85
95.80 202.46
96.81 202.64
97.82 202.30
98.82 202.31
99.83 201.75
100.84 201.72
101.85 202.01
102.86 201.07
103.87 201.35
104.87 201.11
105.88 201.77
106.89 201.29
107.90 200.50
108.91 200.91
109.92 200.85
110.92 200.53
111.93 200.56
112.94 201.32
113.95 200.92
114.96 200.68
115.97 200.32
116.97 200.22
117.98 200.39
118.99 200.63
120.00 200.25
