# Time(ns)	Amplitude
0.00 199.63
1.01 199.48
2.02 199.79
3.03 200.17
4.03 199.99
5.04 199.69
6.05 200.09
7.06 199.72
8.07 200.42
9.08 200.26
10.08 200.26
11.09 200.13
12.10 200.18
13.11 200.15
14.12 200.11
15.13 202.65
16.13 205.57
17.14 207.40
18.15 208.09
19.16 207.54
20.17 207.25
21.18 206.46
22.18 206.79
23.19 205.95
24.20 205.55
25.21 204.79
26.22 204.23
27.23 204.17
28.24 203.44
29.24 203.43
30.25 202.95
31.26 202.80
32.27 202.30
33.28 202.67
34.29 202.16
35.29 201.77
36.30 202.16
37.31 202.09
38.32 204.21
39.33 205.24
40.34 205.04
41.34 205.34
42.35 204.72
43.36 204.56
44.37 204.01
45.38 203.87
46.39 203.94
47.39 203.19
48.40 203.18
49.41 202.23
50.42 201.81
51.43 202.00
52.44 201.99
53.45 202.06
54.45 201.40
55.46 201.53
56.47 201.32
57.48 201.01
58.49 200.38
59.50 200.57
60.50 200.65
61.51 200.76
62.52 200.62
63.53 200.32
64.54 200.60
65.55 200.45
66.55 200.52
67.56 200.31
68.57 199.98
69.58 200.12
70.59 200.01
71.60 199.98
72.61 200.16
73.61 200.62
74.62 200.20
75.63 200.73
76.64 200.15
77.65 200.68
78.66 200.54
79.66 199.67
80.67 200.70
81.68 200.44
82.69 199.61
83.70 199.96
84.71 199.89
85.71 200.16
86.72 199.44
87.73 200.24
88.74 202.80
89.75 203.82
90.76 204.03
91.76 203.92
92.77 203.78
93.78 203.43
94.79 203.58
95.80 205.66
96.81 207.02
97.82 207.36
98.82 207.65
99.83 207.32
100.84 206.61
101.85 205.99
102.86 205.61
103.87 204.75
104.87 204.75
105.88 207.89
106.89 211.23
107.90 212.96
108.91 212.78
109.92 212.53
110.92 211.64
111.93 210.82
112.94 209.68
113.95 208.83
114.96 207.63
115.97 207.29
116.97 206.82
117.98 205.77
118.99 205.68
120.00 205.23
