# Time(ns)	Amplitude
0.00 200.25
1.01 199.79
2.02 200.56
3.03 200.30
4.03 199.47
5.04 199.98
6.05 199.95
7.06 200.08
8.07 199.94
9.08 200.09
10.08 199.81
11.09 199.58
12.10 200.44
13.11 199.78
14.12 199.90
15.13 199.89
16.13 200.19
17.14 199.90
18.15 200.09
19.16 199.54
20.17 200.20
21.18 200.08
22.18 200.38
23.19 200.32
24.20 199.90
25.21 200.35
26.22 199.82
27.23 199.63
28.24 199.83
29.24 200.25
30.25 200.32
31.26 200.35
32.27 200.54
33.28 200.49
34.29 199.98
35.29 199.60
36.30 200.02
37.31 200.00
38.32 199.86
39.33 199.85
40.34 199.90
41.34 201.73
42.35 202.98
43.36 204.59
44.37 204.54
45.38 204.96
46.39 203.90
47.39 204.14
48.40 203.17
49.41 203.70
50.42 203.28
51.43 202.47
52.44 201.68
53.45 202.40
54.45 206.95
55.46 210.31
56.47 211.97
57.48 212.59
58.49 212.32
59.50 211.19
60.50 210.23
61.51 209.21
62.52 208.44
63.53 207.76
64.54 206.93
65.55 206.66
66.55 205.86
67.56 205.18
68.57 205.27
69.58 204.80
70.59 203.88
71.60 203.57
72.61 203.85
73.61 202.88
74.62 202.70
75.63 202.68
76.64 202.27
77.65 202.67
78.66 201.62
79.66 201.92
80.67 201.64
81.68 201.86
82.69 201.17
83.70 204.32
84.71 207.07
85.71 211.82
86.72 212.25
87.73 213.43
88.74 212.18
89.75 212.61
90.76 211.48
91.76 210.92
92.77 209.96
93.78 208.39
94.79 208.07
95.80 206.58
96.81 206.03
97.82 205.79
98.82 205.38
99.83 204.35
100.84 208.61
101.85 210.83
102.86 212.38
103.87 211.92
104.87 211.52
105.88 211.29
106.89 209.91
107.90 208.90
108.91 208.13
109.92 207.62
110.92 206.39
111.93 206.10
112.94 204.94
113.95 204.95
114.96 204.50
115.97 204.36
116.97 204.09
117.98 203.46
118.99 203.47
120.00 202.42
