# Time(ns)	Amplitude
0.00 199.38
1.01 200.44
2.02 200.15
3.03 199.46
4.03 199.89
5.04 199.89
6.05 199.54
7.06 199.76
8.07 199.66
9.08 200.08
10.08 199.78
11.09 200.04
12.10 199.67
13.11 200.34
14.12 200.48
15.13 200.11
16.13 199.84
17.14 202.87
18.15 207.22
19.16 207.71
20.17 208.54
21.18 208.36
22.18 207.61
23.19 207.11
24.20 206.79
25.21 206.04
26.22 205.23
27.23 208.17
28.24 208.65
29.24 209.07
30.25 208.76
31.26 208.42
32.27 207.29
33.28 207.30
34.29 206.54
35.29 205.81
36.30 205.31
37.31 204.43
38.32 204.01
39.33 204.18
40.34 203.28
41.34 203.52
42.35 202.58
43.36 202.66
44.37 202.42
45.38 202.57
46.39 202.27
47.39 201.66
48.40 201.69
49.41 201.45
50.42 200.98
51.43 201.44
52.44 201.36
53.45 200.96
54.45 201.07
55.46 201.37
56.47 200.63
57.48 200.66
58.49 200.19
59.50 200.57
60.50 200.37
61.51 205.73
62.52 210.12
63.53 211.53
64.54 212.35
65.55 211.30
66.55 210.36
67.56 210.11
68.57 209.17
69.58 208.36
70.59 207.93
71.60 206.53
72.61 206.04
73.61 204.69
74.62 205.32
75.63 204.36
76.64 203.91
77.65 204.41
78.66 203.68
79.66 203.29
80.67 202.00
81.68 202.33
82.69 202.22
83.70 201.86
84.71 202.11
85.71 201.70
86.72 201.81
87.73 202.73
88.74 208.95
89.75 210.90
90.76 211.89
91.76 211.44
92.77 211.13
93.78 210.31
94.79 209.48
95.80 209.22
96.81 210.19
97.82 210.33
98.82 209.11
99.83 209.44
100.84 208.12
101.85 207.66
102.86 206.99
103.87 206.07
104.87 205.61
105.88 204.97
106.89 204.67
107.90 204.11
108.91 204.05
109.92 203.32
110.92 202.62
111.93 202.92
112.94 202.13
113.95 202.57
114.96 202.62
115.97 202.08
116.97 202.05
117.98 201.89
118.99 201.13
120.00 200.95
