# Time(ns)	Amplitude
0.00 200.77
1.01 200.21
2.02 199.80
3.03 199.84
4.03 200.09
5.04 200.61
6.05 200.33
7.06 200.28
8.07 199.75
9.08 200.11
10.08 199.55
11.09 200.22
12.10 200.22
13.11 199.58
14.12 200.28
15.13 200.12
16.13 200.12
17.14 200.82
18.15 202.89
19.16 202.54
20.17 203.94
21.18 206.49
22.18 208.16
23.19 207.61
24.20 206.97
25.21 206.27
26.22 206.46
27.23 205.64
28.24 205.03
29.24 204.74
30.25 204.25
31.26 203.95
32.27 203.62
33.28 202.76
34.29 202.98
35.29 202.43
36.30 202.36
37.31 202.30
38.32 201.81
39.33 201.86
40.34 201.98
41.34 201.68
42.35 206.38
43.36 209.62
44.37 211.60
45.38 211.44
46.39 211.04
47.39 210.11
48.40 209.30
49.41 208.65
50.42 207.75
51.43 206.90
52.44 206.75
53.45 205.48
54.45 205.49
55.46 205.22
56.47 204.22
57.48 204.23
58.49 203.84
59.50 203.65
60.50 203.12
61.51 202.98
62.52 202.52
63.53 202.00
64.54 201.69
65.55 201.61
66.55 201.75
67.56 201.56
68.57 201.77
69.58 200.90
70.59 200.94
71.60 201.14
72.61 200.96
73.61 200.51
74.62 200.63
75.63 200.55
76.64 200.27
77.65 200.35
78.66 201.01
79.66 200.88
80.67 200.61
81.68 200.18
82.69 200.46
83.70 200.34
84.71 199.91
85.71 200.75
86.72 200.46
87.73 199.61
88.74 200.31
89.75 200.11
90.76 199.67
91.76 201.79
92.77 204.85
93.78 207.70
94.79 207.05
95.80 207.47
96.81 207.32
97.82 206.71
98.82 206.74
99.83 206.16
100.84 205.19
101.85 205.11
102.86 204.92
103.87 208.90
104.87 210.07
105.88 210.15
106.89 210.00
107.90 209.37
108.91 208.42
109.92 207.89
110.92 207.51
111.93 206.79
112.94 206.28
113.95 205.59
114.96 205.22
115.97 204.23
116.97 204.12
117.98 203.56
118.99 203.52
120.00 202.93
