# Time(ns)	Amplitude
0.00 199.69
1.01 200.16
2.02 200.16
3.03 200.32
4.03 199.14
5.04 200.34
6.05 200.07
7.06 200.38
8.07 199.79
9.08 200.39
10.08 200.26
11.09 204.79
12.10 208.16
13.11 210.41
14.12 210.49
15.13 208.90
16.13 209.34
17.14 208.98
18.15 207.84
19.16 207.90
20.17 206.49
21.18 205.31
22.18 205.20
23.19 204.40
24.20 204.24
25.21 204.23
26.22 203.29
27.23 203.05
28.24 202.92
29.24 202.95
30.25 201.70
31.26 202.22
32.27 202.25
33.28 201.82
34.29 201.47
35.29 201.29
36.30 201.47
37.31 201.25
38.32 200.95
39.33 201.16
40.34 201.04
41.34 201.45
42.35 200.70
43.36 201.03
44.37 200.76
45.38 199.99
46.39 200.54
47.39 200.19
48.40 200.28
49.41 199.94
50.42 200.31
51.43 200.38
52.44 200.48
53.45 200.34
54.45 200.49
55.46 200.17
56.47 200.32
57.48 199.91
58.49 199.98
59.50 200.08
60.50 199.82
61.51 200.55
62.52 200.32
63.53 200.09
64.54 199.96
65.55 200.18
66.55 200.21
67.56 200.13
68.57 199.94
69.58 200.41
70.59 199.83
71.60 199.61
72.61 199.91
73.61 200.49
74.62 199.81
75.63 200.19
76.64 200.18
77.65 200.13
78.66 200.68
79.66 200.28
80.67 199.81
81.68 199.59
82.69 199.82
83.70 200.54
84.71 199.60
85.71 204.85
86.72 207.15
87.73 208.16
88.74 212.43
89.75 217.65
90.76 222.41
91.76 223.42
92.77 223.52
93.78 221.86
94.79 219.96
95.80 219.06
96.81 217.52
97.82 215.79
98.82 217.07
99.83 216.82
100.84 216.35
101.85 215.08
102.86 213.83
103.87 211.79
104.87 211.44
105.88 210.27
106.89 209.03
107.90 208.06
108.91 207.99
109.92 206.67
110.92 206.18
111.93 205.97
112.94 205.29
113.95 204.49
114.96 204.02
115.97 203.72
116.97 203.34
117.98 202.87
118.99 202.79
120.00 202.40
