# Time(ns)	Amplitude
0.00 199.58
1.01 199.72
2.02 199.67
3.03 199.61
4.03 200.33
5.04 199.67
6.05 200.32
7.06 199.79
8.07 199.94
9.08 199.85
10.08 200.04
11.09 199.91
12.10 200.33
13.11 200.12
14.12 199.75
15.13 202.41
16.13 206.28
17.14 207.53
18.15 208.22
19.16 207.06
20.17 206.65
21.18 206.37
22.18 206.53
23.19 205.32
24.20 204.83
25.21 205.97
26.22 206.70
27.23 206.34
28.24 206.74
29.24 205.76
30.25 205.80
31.26 205.10
32.27 204.53
33.28 203.91
34.29 204.28
35.29 203.21
36.30 202.39
37.31 202.46
38.32 203.16
39.33 202.11
40.34 202.44
41.34 201.30
42.35 202.18
43.36 201.80
44.37 201.24
45.38 201.61
46.39 201.21
47.39 201.58
48.40 200.91
49.41 200.72
50.42 200.62
51.43 200.88
52.44 201.04
53.45 200.60
54.45 200.97
55.46 200.37
56.47 200.35
57.48 199.62
58.49 200.12
59.50 200.08
60.50 199.95
61.51 199.93
62.52 200.24
63.53 200.05
64.54 200.97
65.55 205.09
66.55 206.43
67.56 207.07
68.57 206.80
69.58 206.81
70.59 205.67
71.60 205.67
72.61 205.11
73.61 204.82
74.62 203.82
75.63 203.83
76.64 203.45
77.65 203.14
78.66 202.89
79.66 202.71
80.67 202.55
81.68 201.84
82.69 202.09
83.70 201.10
84.71 201.79
85.71 201.44
86.72 200.83
87.73 201.51
88.74 201.82
89.75 200.70
90.76 200.67
91.76 200.47
92.77 200.64
93.78 200.64
94.79 200.63
95.80 199.97
96.81 200.85
97.82 200.36
98.82 203.29
99.83 206.57
100.84 208.44
101.85 213.15
102.86 214.89
103.87 215.29
104.87 215.12
105.88 214.12
106.89 212.73
107.90 211.65
108.91 211.14
109.92 209.30
110.92 208.57
111.93 207.69
112.94 207.62
113.95 206.49
114.96 205.79
115.97 204.96
116.97 204.80
117.98 204.19
118.99 204.24
120.00 203.83
