# Time(ns)	Amplitude
0.00 200.11
1.01 200.37
2.02 199.94
3.03 199.88
4.03 199.72
5.04 200.71
6.05 200.20
7.06 199.50
8.07 200.37
9.08 200.20
10.08 199.81
11.09 200.09
12.10 199.98
13.11 200.13
14.12 200.40
15.13 199.77
16.13 200.00
17.14 199.90
18.15 200.10
19.16 200.13
20.17 200.26
21.18 200.15
22.18 200.17
23.19 199.97
24.20 200.12
25.21 200.02
26.22 200.18
27.23 199.59
28.24 200.37
29.24 200.19
30.25 200.20
31.26 199.77
32.27 199.97
33.28 200.46
34.29 200.62
35.29 200.08
36.30 201.91
37.31 205.26
38.32 206.33
39.33 207.06
40.34 206.57
41.34 206.84
42.35 206.02
43.36 205.78
44.37 205.47
45.38 204.65
46.39 204.87
47.39 203.55
48.40 204.28
49.41 202.97
50.42 203.13
51.43 202.27
52.44 202.45
53.45 201.89
54.45 201.94
55.46 201.97
56.47 202.24
57.48 201.32
58.49 201.52
59.50 200.88
60.50 201.19
61.51 200.52
62.52 201.52
63.53 201.04
64.54 203.58
65.55 206.80
66.55 208.31
67.56 208.42
68.57 208.56
69.58 207.76
70.59 207.17
71.60 206.34
72.61 205.92
73.61 205.64
74.62 205.12
75.63 204.14
76.64 204.58
77.65 204.67
78.66 207.64
79.66 209.46
80.67 208.68
81.68 208.74
82.69 208.49
83.70 207.52
84.71 206.77
85.71 206.08
86.72 205.98
87.73 204.83
88.74 204.84
89.75 204.97
90.76 203.68
91.76 204.03
92.77 206.87
93.78 208.23
94.79 209.12
95.80 209.39
96.81 208.08
97.82 207.84
98.82 207.07
99.83 206.75
100.84 205.42
101.85 205.50
102.86 204.35
103.87 204.57
104.87 203.83
105.88 205.27
106.89 205.93
107.90 206.30
108.91 205.53
109.92 206.01
110.92 205.01
111.93 204.87
112.94 204.55
113.95 204.05
114.96 203.37
115.97 203.57
116.97 202.63
117.98 202.71
118.99 202.23
120.00 202.47
