# Time(ns)	Amplitude
0.00 199.77
1.01 199.91
2.02 199.62
3.03 200.02
4.03 199.64
5.04 199.98
6.05 199.89
7.06 200.28
8.07 199.87
9.08 199.70
10.08 200.07
11.09 199.63
12.10 200.23
13.11 200.36
14.12 199.90
15.13 200.24
16.13 204.18
17.14 206.60
18.15 207.55
19.16 206.91
20.17 206.45
21.18 206.55
22.18 205.64
23.19 205.48
24.20 205.12
25.21 203.66
26.22 204.25
27.23 203.58
28.24 208.82
29.24 211.99
30.25 213.03
31.26 212.38
32.27 212.29
33.28 211.47
34.29 209.96
35.29 209.70
36.30 211.73
37.31 212.32
38.32 211.84
39.33 211.25
40.34 210.70
41.34 209.78
42.35 209.03
43.36 208.18
44.37 207.37
45.38 206.55
46.39 205.97
47.39 205.55
48.40 205.17
49.41 204.46
50.42 204.15
51.43 203.71
52.44 202.88
53.45 203.15
54.45 202.90
55.46 202.42
56.47 201.94
57.48 201.22
58.49 201.74
59.50 201.35
60.50 201.52
61.51 201.71
62.52 200.67
63.53 200.81
64.54 201.01
65.55 200.09
66.55 201.06
67.56 201.06
68.57 201.21
69.58 201.52
70.59 207.15
71.60 209.95
72.61 211.48
73.61 210.99
74.62 210.65
75.63 209.72
76.64 209.19
77.65 208.72
78.66 208.03
79.66 207.13
80.67 206.54
81.68 205.91
82.69 205.14
83.70 204.85
84.71 204.28
85.71 203.28
86.72 203.69
87.73 202.54
88.74 203.34
89.75 203.03
90.76 202.96
91.76 201.97
92.77 202.22
93.78 202.06
94.79 201.55
95.80 201.61
96.81 203.87
97.82 208.12
98.82 209.11
99.83 209.87
100.84 209.11
101.85 209.07
102.86 208.34
103.87 207.01
104.87 206.94
105.88 206.49
106.89 205.16
107.90 205.10
108.91 204.07
109.92 204.10
110.92 203.79
111.93 203.51
112.94 203.12
113.95 202.97
114.96 202.37
115.97 202.35
116.97 202.03
117.98 201.62
118.99 201.89
120.00 201.46
