# Time(ns)	Amplitude
0.00 199.98
1.01 199.55
2.02 199.55
3.03 200.14
4.03 200.39
5.04 200.34
6.05 200.20
7.06 200.15
8.07 200.31
9.08 199.69
10.08 200.14
11.09 199.40
12.10 200.32
13.11 199.89
14.12 200.49
15.13 200.06
16.13 199.82
17.14 200.11
18.15 200.35
19.16 199.99
20.17 200.07
21.18 200.45
22.18 200.57
23.19 199.70
24.20 202.17
25.21 206.99
26.22 208.68
27.23 208.41
28.24 208.27
29.24 208.11
30.25 207.29
31.26 207.47
32.27 206.71
33.28 206.12
34.29 205.35
35.29 204.75
36.30 204.85
37.31 204.34
38.32 203.22
39.33 203.37
40.34 202.99
41.34 202.75
42.35 202.13
43.36 201.92
44.37 202.03
45.38 201.91
46.39 200.98
47.39 201.25
48.40 201.04
49.41 201.03
50.42 201.15
51.43 200.89
52.44 200.80
53.45 200.65
54.45 200.49
55.46 200.52
56.47 200.49
57.48 200.74
58.49 201.32
59.50 200.16
60.50 200.70
61.51 200.91
62.52 200.74
63.53 200.23
64.54 200.48
65.55 200.10
66.55 200.61
67.56 199.45
68.57 201.83
69.58 204.56
70.59 205.99
71.60 206.29
72.61 206.67
73.61 206.00
74.62 205.60
75.63 205.31
76.64 204.91
77.65 204.09
78.66 203.19
79.66 204.45
80.67 207.81
81.68 208.95
82.69 208.50
83.70 208.34
84.71 207.79
85.71 207.75
86.72 207.03
87.73 206.78
88.74 205.27
89.75 205.01
90.76 204.55
91.76 203.84
92.77 203.75
93.78 203.09
94.79 203.30
95.80 203.33
96.81 202.38
97.82 202.05
98.82 201.79
99.83 201.46
100.84 201.69
101.85 203.50
102.86 204.47
103.87 204.11
104.87 204.06
105.88 203.96
106.89 203.48
107.90 203.27
108.91 202.89
109.92 203.84
110.92 205.37
111.93 206.88
112.94 207.05
113.95 206.36
114.96 206.37
115.97 205.42
116.97 205.23
117.98 204.38
118.99 204.58
120.00 204.16
