# Time(ns)	Amplitude
0.00 200.06
1.01 200.01
2.02 200.54
3.03 200.47
4.03 199.78
5.04 200.17
6.05 199.99
7.06 200.31
8.07 199.67
9.08 200.21
10.08 200.02
11.09 199.48
12.10 200.31
13.11 202.17
14.12 203.43
15.13 203.73
16.13 203.58
17.14 204.20
18.15 203.76
19.16 203.03
20.17 202.72
21.18 202.79
22.18 202.32
23.19 201.61
24.20 201.28
25.21 202.12
26.22 201.87
27.23 201.92
28.24 201.05
29.24 201.12
30.25 201.33
31.26 203.40
32.27 206.62
33.28 208.32
34.29 213.59
35.29 217.55
36.30 218.51
37.31 218.37
38.32 217.20
39.33 216.20
40.34 214.77
41.34 213.50
42.35 212.29
43.36 211.27
44.37 210.37
45.38 208.93
46.39 208.34
47.39 207.91
48.40 206.92
49.41 205.92
50.42 205.16
51.43 205.17
52.44 204.75
53.45 204.24
54.45 203.08
55.46 203.28
56.47 202.75
57.48 202.47
58.49 202.00
59.50 202.58
60.50 201.81
61.51 201.96
62.52 201.52
63.53 201.71
64.54 201.26
65.55 201.21
66.55 201.05
67.56 200.99
68.57 200.85
69.58 200.66
70.59 204.94
71.60 207.45
72.61 208.56
73.61 209.00
74.62 208.68
75.63 208.01
76.64 207.02
77.65 206.92
78.66 206.59
79.66 205.36
80.67 204.93
81.68 204.98
82.69 204.34
83.70 203.56
84.71 203.78
85.71 202.61
86.72 202.30
87.73 202.34
88.74 202.45
89.75 201.44
90.76 202.07
91.76 201.99
92.77 201.48
93.78 201.14
94.79 201.36
95.80 200.96
96.81 201.08
97.82 201.00
98.82 200.91
99.83 200.88
100.84 200.92
101.85 200.83
102.86 199.86
103.87 200.78
104.87 201.86
105.88 204.55
106.89 206.82
107.90 206.71
108.91 206.61
109.92 206.08
110.92 205.74
111.93 205.58
112.94 205.24
113.95 204.59
114.96 204.59
115.97 203.57
116.97 203.21
117.98 203.09
118.99 202.64
120.00 203.06
