# Time(ns)	Amplitude
0.00 199.90
1.01 200.07
2.02 200.61
3.03 200.17
4.03 200.05
5.04 200.01
6.05 200.10
7.06 200.13
8.07 200.25
9.08 199.67
10.08 199.57
11.09 199.89
12.10 200.10
13.11 200.30
14.12 201.89
15.13 202.91
16.13 203.37
17.14 203.50
18.15 203.48
19.16 204.23
20.17 202.84
21.18 203.44
22.18 202.45
23.19 202.80
24.20 201.66
25.21 202.00
26.22 202.44
27.23 201.79
28.24 201.26
29.24 201.27
30.25 200.46
31.26 201.17
32.27 201.09
33.28 200.99
34.29 200.27
35.29 200.35
36.30 200.54
37.31 201.71
38.32 206.19
39.33 208.26
40.34 209.42
41.34 209.40
42.35 209.01
43.36 207.96
44.37 207.67
45.38 206.71
46.39 206.40
47.39 205.57
48.40 205.24
49.41 204.82
50.42 204.60
51.43 203.81
52.44 203.62
53.45 202.82
54.45 203.06
55.46 202.61
56.47 202.42
57.48 201.86
58.49 201.99
59.50 201.81
60.50 201.65
61.51 201.58
62.52 201.42
63.53 201.42
64.54 200.74
65.55 200.36
66.55 201.18
67.56 200.94
68.57 200.83
69.58 200.51
70.59 200.74
71.60 200.38
72.61 200.38
73.61 200.10
74.62 200.50
75.63 200.27
76.64 202.90
77.65 207.30
78.66 208.88
79.66 209.47
80.67 208.80
81.68 209.30
82.69 213.50
83.70 216.57
84.71 217.39
85.71 217.85
86.72 216.17
87.73 215.29
88.74 213.96
89.75 213.39
90.76 211.39
91.76 210.61
92.77 209.45
93.78 208.37
94.79 208.10
95.80 207.01
96.81 206.39
97.82 206.76
98.82 208.86
99.83 208.99
100.84 209.30
101.85 209.18
102.86 207.82
103.87 207.24
104.87 206.83
105.88 206.33
106.89 205.59
107.90 205.14
108.91 205.07
109.92 204.45
110.92 203.26
111.93 203.19
112.94 203.17
113.95 203.16
114.96 202.43
115.97 202.84
116.97 202.33
117.98 201.60
118.99 201.41
120.00 201.35
