# Time(ns)	Amplitude
0.00 199.88
1.01 199.69
2.02 200.71
3.03 199.70
4.03 200.42
5.04 199.90
6.05 199.88
7.06 200.33
8.07 199.73
9.08 199.83
10.08 200.35
11.09 199.68
12.10 200.46
13.11 199.84
14.12 199.90
15.13 200.06
16.13 200.15
17.14 200.33
18.15 200.31
19.16 199.96
20.17 199.95
21.18 199.66
22.18 199.84
23.19 199.96
24.20 199.88
25.21 199.95
26.22 200.24
27.23 200.26
28.24 199.83
29.24 199.88
30.25 199.64
31.26 199.92
32.27 200.39
33.28 200.30
34.29 199.72
35.29 199.92
36.30 200.60
37.31 200.22
38.32 200.02
39.33 200.06
40.34 200.06
41.34 199.69
42.35 199.58
43.36 201.79
44.37 206.24
45.38 208.12
46.39 209.46
47.39 209.30
48.40 209.27
49.41 208.57
50.42 207.84
51.43 207.30
52.44 206.39
53.45 206.80
54.45 205.25
55.46 205.05
56.47 204.57
57.48 203.71
58.49 203.16
59.50 205.22
60.50 208.07
61.51 209.43
62.52 209.53
63.53 209.23
64.54 208.51
65.55 207.59
66.55 207.49
67.56 206.05
68.57 205.58
69.58 205.20
70.59 204.95
71.60 204.39
72.61 203.85
73.61 202.79
74.62 203.21
75.63 202.96
76.64 202.66
77.65 202.74
78.66 201.81
79.66 202.13
80.67 201.56
81.68 201.85
82.69 204.40
83.70 206.87
84.71 207.25
85.71 209.54
86.72 213.50
87.73 214.59
88.74 214.67
89.75 213.79
90.76 212.65
91.76 212.29
92.77 211.09
93.78 209.65
94.79 208.90
95.80 208.34
96.81 208.09
97.82 206.67
98.82 206.09
99.83 205.70
100.84 205.60
101.85 204.98
102.86 203.62
103.87 203.72
104.87 203.21
105.88 203.32
106.89 203.02
107.90 202.83
108.91 207.31
109.92 209.24
110.92 209.49
111.93 209.69
112.94 208.88
113.95 208.41
114.96 207.83
115.97 206.85
116.97 206.46
117.98 205.75
118.99 205.04
120.00 204.62
