# Time(ns)	Amplitude
0.00 200.00
1.01 200.49
2.02 199.73
3.03 200.06
4.03 200.65
5.04 200.30
6.05 200.17
7.06 200.23
8.07 200.28
9.08 199.82
10.08 200.02
11.09 199.83
12.10 199.67
13.11 200.18
14.12 202.12
15.13 206.08
16.13 207.26
17.14 207.81
18.15 208.18
19.16 207.16
20.17 206.72
21.18 205.97
22.18 205.36
23.19 205.29
24.20 205.28
25.21 211.44
26.22 213.59
27.23 214.39
28.24 214.04
29.24 213.23
30.25 212.25
31.26 210.95
32.27 210.26
33.28 209.87
34.29 208.16
35.29 207.60
36.30 206.79
37.31 206.32
38.32 205.56
39.33 205.01
40.34 204.19
41.34 204.28
42.35 203.77
43.36 203.20
44.37 202.54
45.38 202.74
46.39 202.22
47.39 202.67
48.40 201.94
49.41 202.06
50.42 201.72
51.43 201.38
52.44 201.64
53.45 201.28
54.45 201.31
55.46 200.82
56.47 201.18
57.48 200.60
58.49 201.10
59.50 200.20
60.50 200.75
61.51 200.41
62.52 201.64
63.53 203.79
64.54 203.92
65.55 204.42
66.55 203.60
67.56 204.21
68.57 203.73
69.58 203.27
70.59 203.08
71.60 202.65
72.61 202.29
73.61 202.34
74.62 201.74
75.63 201.26
76.64 202.08
77.65 205.95
78.66 208.18
79.66 208.69
80.67 208.54
81.68 208.27
82.69 207.45
83.70 206.98
84.71 205.73
85.71 205.40
86.72 205.56
87.73 204.57
88.74 204.67
89.75 204.06
90.76 203.84
91.76 203.16
92.77 202.98
93.78 203.15
94.79 202.44
95.80 201.69
96.81 202.25
97.82 201.57
98.82 201.54
99.83 201.30
100.84 204.62
101.85 208.48
102.86 210.39
103.87 211.19
104.87 210.53
105.88 209.93
106.89 209.51
107.90 208.72
108.91 207.53
109.92 207.42
110.92 206.87
111.93 205.75
112.94 204.86
113.95 204.58
114.96 204.02
115.97 203.89
116.97 203.42
117.98 202.55
118.99 202.30
120.00 202.47
