# Time(ns)	Amplitude
0.00 200.12
1.01 200.09
2.02 199.45
3.03 199.38
4.03 200.10
5.04 199.26
6.05 199.59
7.06 200.11
8.07 199.58
9.08 200.16
10.08 200.11
11.09 199.96
12.10 199.18
13.11 200.59
14.12 199.98
15.13 200.20
16.13 200.11
17.14 199.74
18.15 199.87
19.16 200.02
20.17 199.96
21.18 200.21
22.18 200.40
23.19 199.67
24.20 200.22
25.21 199.81
26.22 199.91
27.23 199.83
28.24 199.86
29.24 200.38
30.25 200.20
31.26 199.96
32.27 200.18
33.28 202.56
34.29 203.16
35.29 204.28
36.30 203.55
37.31 206.76
38.32 209.87
39.33 209.71
40.34 210.30
41.34 209.86
42.35 209.50
43.36 208.45
44.37 207.69
45.38 207.13
46.39 205.94
47.39 206.01
48.40 205.14
49.41 204.71
50.42 204.03
51.43 204.03
52.44 203.92
53.45 202.76
54.45 203.38
55.46 202.71
56.47 202.47
57.48 202.00
58.49 201.60
59.50 201.61
60.50 202.07
61.51 201.56
62.52 200.75
63.53 206.29
64.54 209.51
65.55 209.73
66.55 210.48
67.56 209.51
68.57 209.38
69.58 208.57
70.59 207.21
71.60 206.86
72.61 206.37
73.61 205.90
74.62 205.01
75.63 204.61
76.64 204.17
77.65 203.97
78.66 203.10
79.66 204.00
80.67 202.85
81.68 203.03
82.69 202.54
83.70 202.28
84.71 201.90
85.71 201.75
86.72 201.44
87.73 201.14
88.74 203.96
89.75 208.21
90.76 209.05
91.76 209.95
92.77 209.82
93.78 208.86
94.79 208.46
95.80 207.37
96.81 207.15
97.82 206.10
98.82 205.86
99.83 205.20
100.84 204.56
101.85 204.39
102.86 203.98
103.87 203.33
104.87 203.61
105.88 203.08
106.89 202.89
107.90 202.72
108.91 203.78
109.92 205.76
110.92 206.83
111.93 206.13
112.94 206.50
113.95 205.41
114.96 205.55
115.97 205.11
116.97 204.33
117.98 203.94
118.99 203.37
120.00 203.51
