# Time(ns)	Amplitude
0.00 199.93
1.01 199.72
2.02 200.27
3.03 200.20
4.03 200.18
5.04 200.33
6.05 199.79
7.06 199.95
8.07 199.98
9.08 200.08
10.08 200.18
11.09 200.30
12.10 200.16
13.11 200.26
14.12 201.97
15.13 203.50
16.13 203.83
17.14 204.31
18.15 203.88
19.16 203.06
20.17 203.26
21.18 203.31
22.18 202.14
23.19 201.89
24.20 202.04
25.21 202.10
26.22 201.96
27.23 201.39
28.24 201.73
29.24 201.39
30.25 201.05
31.26 200.87
32.27 201.41
33.28 207.42
34.29 209.05
35.29 209.86
36.30 210.49
37.31 209.94
38.32 208.90
39.33 207.89
40.34 208.09
41.34 206.66
42.35 206.63
43.36 205.98
44.37 205.49
45.38 204.71
46.39 205.22
47.39 207.41
48.40 208.02
49.41 208.17
50.42 207.47
51.43 207.15
52.44 205.99
53.45 205.38
54.45 205.56
55.46 204.71
56.47 204.89
57.48 204.14
58.49 203.11
59.50 204.11
60.50 206.14
61.51 207.00
62.52 207.07
63.53 206.97
64.54 206.42
65.55 205.92
66.55 205.36
67.56 204.76
68.57 203.91
69.58 204.20
70.59 203.31
71.60 202.95
72.61 203.27
73.61 202.52
74.62 202.63
75.63 201.91
76.64 201.93
77.65 202.00
78.66 201.57
79.66 200.75
80.67 201.17
81.68 201.89
82.69 200.97
83.70 200.68
84.71 200.63
85.71 200.72
86.72 200.83
87.73 200.49
88.74 200.48
89.75 200.73
90.76 200.69
91.76 200.83
92.77 200.48
93.78 200.43
94.79 200.10
95.80 200.04
96.81 200.69
97.82 200.11
98.82 200.89
99.83 200.21
100.84 199.43
101.85 200.04
102.86 201.43
103.87 203.49
104.87 204.80
105.88 205.08
106.89 205.07
107.90 204.42
108.91 204.56
109.92 203.76
110.92 203.20
111.93 202.89
112.94 202.81
113.95 202.49
114.96 202.05
115.97 202.71
116.97 201.94
117.98 201.27
118.99 201.64
120.00 201.53
