# Time(ns)	Amplitude
0.00 199.61
1.01 199.71
2.02 199.50
3.03 200.37
4.03 199.56
5.04 200.02
6.05 199.86
7.06 200.15
8.07 200.02
9.08 200.05
10.08 199.80
11.09 200.12
12.10 200.06
13.11 200.42
14.12 202.40
15.13 205.24
16.13 206.34
17.14 207.37
18.15 207.52
19.16 206.18
20.17 205.82
21.18 205.59
22.18 204.91
23.19 205.09
24.20 203.74
25.21 203.05
26.22 203.89
27.23 202.93
28.24 202.62
29.24 203.28
30.25 203.77
31.26 204.67
32.27 206.10
33.28 205.14
34.29 204.91
35.29 204.67
36.30 203.96
37.31 204.07
38.32 203.73
39.33 205.53
40.34 207.47
41.34 208.23
42.35 208.69
43.36 207.90
44.37 207.95
45.38 206.54
46.39 206.18
47.39 205.42
48.40 205.14
49.41 204.46
50.42 204.67
51.43 203.52
52.44 203.86
53.45 202.90
54.45 202.89
55.46 204.43
56.47 207.07
57.48 208.12
58.49 208.50
59.50 207.60
60.50 207.45
61.51 206.42
62.52 205.95
63.53 206.19
64.54 205.68
65.55 204.66
66.55 204.03
67.56 204.06
68.57 203.86
69.58 203.69
70.59 202.91
71.60 202.61
72.61 201.77
73.61 201.85
74.62 201.99
75.63 201.32
76.64 201.80
77.65 201.16
78.66 201.15
79.66 201.55
80.67 200.66
81.68 200.94
82.69 201.01
83.70 201.09
84.71 200.57
85.71 200.70
86.72 200.59
87.73 200.70
88.74 205.05
89.75 209.84
90.76 211.11
91.76 211.45
92.77 210.64
93.78 210.31
94.79 209.21
95.80 209.09
96.81 207.77
97.82 207.16
98.82 205.89
99.83 206.34
100.84 205.86
101.85 204.76
102.86 204.07
103.87 203.72
104.87 203.62
105.88 203.22
106.89 202.44
107.90 202.12
108.91 202.70
109.92 201.78
110.92 201.85
111.93 202.34
112.94 201.49
113.95 201.42
114.96 201.84
115.97 201.21
116.97 201.30
117.98 200.98
118.99 200.94
120.00 200.82
