# Time(ns)	Amplitude
0.00 199.78
1.01 199.74
2.02 199.90
3.03 200.17
4.03 200.11
5.04 199.89
6.05 200.01
7.06 200.24
8.07 200.05
9.08 199.94
10.08 200.25
11.09 200.07
12.10 200.10
13.11 199.85
14.12 199.97
15.13 200.09
16.13 200.02
17.14 200.09
18.15 200.07
19.16 199.82
20.17 199.99
21.18 199.48
22.18 200.16
23.19 199.92
24.20 200.12
25.21 199.70
26.22 199.97
27.23 199.87
28.24 199.97
29.24 200.69
30.25 200.19
31.26 200.11
32.27 199.71
33.28 199.62
34.29 200.15
35.29 200.13
36.30 200.02
37.31 200.28
38.32 200.01
39.33 199.98
40.34 200.12
41.34 200.91
42.35 200.10
43.36 200.24
44.37 200.47
45.38 199.73
46.39 199.48
47.39 199.97
48.40 200.62
49.41 199.87
50.42 200.09
51.43 199.78
52.44 200.36
53.45 200.18
54.45 199.88
55.46 199.61
56.47 200.39
57.48 199.66
58.49 200.54
59.50 199.88
60.50 199.72
61.51 199.64
62.52 199.80
63.53 199.87
64.54 200.06
65.55 199.95
66.55 199.97
67.56 200.15
68.57 200.03
69.58 199.93
70.59 199.97
71.60 200.14
72.61 199.46
73.61 199.49
74.62 200.39
75.63 200.32
76.64 204.18
77.65 206.21
78.66 207.27
79.66 206.24
80.67 205.67
81.68 205.77
82.69 205.48
83.70 204.59
84.71 204.39
85.71 205.61
86.72 208.98
87.73 210.36
88.74 211.26
89.75 214.62
90.76 216.00
91.76 215.76
92.77 215.20
93.78 214.61
94.79 213.29
95.80 211.90
96.81 210.59
97.82 209.49
98.82 208.25
99.83 207.60
100.84 209.31
101.85 212.32
102.86 213.80
103.87 213.82
104.87 213.03
105.88 211.62
106.89 210.66
107.90 211.55
108.91 212.30
109.92 212.90
110.92 211.99
111.93 210.97
112.94 210.51
113.95 209.15
114.96 208.93
115.97 207.77
116.97 206.59
117.98 206.68
118.99 205.84
120.00 205.07
