# Time(ns)	Amplitude
0.00 199.93
1.01 200.13
2.02 199.93
3.03 200.40
4.03 199.78
5.04 199.87
6.05 200.17
7.06 199.90
8.07 200.28
9.08 199.84
10.08 200.20
11.09 199.94
12.10 200.15
13.11 200.15
14.12 201.30
15.13 204.77
16.13 206.86
17.14 207.06
18.15 207.28
19.16 206.48
20.17 206.00
21.18 205.60
22.18 204.27
23.19 204.33
24.20 204.39
25.21 203.51
26.22 203.67
27.23 202.95
28.24 202.89
29.24 202.72
30.25 202.59
31.26 201.78
32.27 201.73
33.28 201.65
34.29 201.74
35.29 201.23
36.30 201.82
37.31 201.42
38.32 201.19
39.33 201.12
40.34 200.34
41.34 200.99
42.35 200.84
43.36 200.50
44.37 201.07
45.38 200.56
46.39 200.72
47.39 200.13
48.40 200.11
49.41 200.02
50.42 200.39
51.43 200.57
52.44 200.14
53.45 200.23
54.45 200.43
55.46 200.09
56.47 200.36
57.48 199.72
58.49 200.07
59.50 199.99
60.50 200.00
61.51 200.29
62.52 200.02
63.53 200.02
64.54 200.07
65.55 200.20
66.55 200.06
67.56 200.51
68.57 199.97
69.58 200.11
70.59 199.87
71.60 200.38
72.61 200.00
73.61 200.31
74.62 199.97
75.63 199.97
76.64 199.79
77.65 200.41
78.66 200.01
79.66 199.85
80.67 199.97
81.68 203.41
82.69 206.37
83.70 206.17
84.71 206.47
85.71 206.04
86.72 205.31
87.73 205.53
88.74 204.45
89.75 204.68
90.76 204.11
91.76 203.84
92.77 203.56
93.78 208.37
94.79 211.45
95.80 211.90
96.81 211.93
97.82 211.50
98.82 210.89
99.83 209.89
100.84 209.61
101.85 208.31
102.86 207.66
103.87 206.66
104.87 205.77
105.88 205.78
106.89 205.28
107.90 209.85
108.91 213.59
109.92 216.19
110.92 216.65
111.93 216.65
112.94 215.26
113.95 214.77
114.96 212.63
115.97 212.33
116.97 211.01
117.98 210.00
118.99 208.58
120.00 208.31
