# Time(ns)	Amplitude
0.00 199.35
1.01 200.10
2.02 199.59
3.03 200.12
4.03 200.10
5.04 200.36
6.05 200.36
7.06 200.24
8.07 200.00
9.08 199.37
10.08 200.13
11.09 199.84
12.10 199.84
13.11 200.21
14.12 199.48
15.13 200.34
16.13 199.87
17.14 200.17
18.15 200.00
19.16 199.95
20.17 199.75
21.18 199.66
22.18 199.85
23.19 199.55
24.20 200.25
25.21 200.26
26.22 200.51
27.23 200.15
28.24 199.73
29.24 199.69
30.25 200.35
31.26 199.69
32.27 200.36
33.28 200.13
34.29 200.47
35.29 200.10
36.30 201.27
37.31 203.13
38.32 204.89
39.33 205.14
40.34 205.12
41.34 205.16
42.35 204.33
43.36 204.30
44.37 203.80
45.38 203.14
46.39 203.34
47.39 202.64
48.40 202.12
49.41 202.26
50.42 202.22
51.43 201.89
52.44 201.63
53.45 204.14
54.45 207.97
55.46 209.91
56.47 210.07
57.48 210.25
58.49 209.74
59.50 208.98
60.50 207.94
61.51 207.12
62.52 207.14
63.53 206.19
64.54 205.40
65.55 204.97
66.55 204.10
67.56 204.33
68.57 203.89
69.58 202.81
70.59 202.91
71.60 202.83
72.61 202.44
73.61 202.19
74.62 202.38
75.63 201.93
76.64 201.72
77.65 201.17
78.66 201.43
79.66 201.27
80.67 201.45
81.68 203.62
82.69 207.58
83.70 210.05
84.71 210.56
85.71 210.33
86.72 210.07
87.73 209.30
88.74 207.99
89.75 207.71
90.76 206.88
91.76 206.68
92.77 205.78
93.78 205.35
94.79 204.80
95.80 204.25
96.81 204.17
97.82 203.33
98.82 203.47
99.83 203.49
100.84 202.36
101.85 205.19
102.86 206.93
103.87 208.35
104.87 207.81
105.88 207.95
106.89 209.57
107.90 213.99
108.91 215.27
109.92 215.44
110.92 215.05
111.93 214.14
112.94 212.90
113.95 212.00
114.96 211.25
115.97 210.04
116.97 209.08
117.98 207.84
118.99 208.09
120.00 206.56
