# Time(ns)	Amplitude
0.00 200.33
1.01 200.32
2.02 199.46
3.03 200.12
4.03 200.03
5.04 199.96
6.05 200.31
7.06 200.70
8.07 200.19
9.08 199.46
10.08 199.86
11.09 199.53
12.10 199.67
13.11 199.88
14.12 199.93
15.13 201.19
16.13 202.84
17.14 202.86
18.15 203.54
19.16 202.67
20.17 203.18
21.18 202.97
22.18 202.61
23.19 202.33
24.20 201.66
25.21 201.76
26.22 205.32
27.23 207.57
28.24 208.42
29.24 207.83
30.25 207.20
31.26 207.17
32.27 206.43
33.28 206.47
34.29 205.31
35.29 204.86
36.30 204.76
37.31 204.53
38.32 203.59
39.33 203.62
40.34 202.70
41.34 202.30
42.35 203.41
43.36 208.92
44.37 210.37
45.38 211.23
46.39 211.83
47.39 210.35
48.40 209.91
49.41 209.00
50.42 208.11
51.43 207.36
52.44 206.37
53.45 206.18
54.45 205.85
55.46 204.44
56.47 204.60
57.48 204.19
58.49 203.58
59.50 203.54
60.50 203.34
61.51 202.91
62.52 202.22
63.53 201.80
64.54 201.62
65.55 201.97
66.55 201.45
67.56 201.69
68.57 201.47
69.58 200.86
70.59 200.60
71.60 200.67
72.61 200.22
73.61 201.11
74.62 200.56
75.63 200.32
76.64 200.47
77.65 200.38
78.66 200.56
79.66 200.59
80.67 200.30
81.68 200.36
82.69 200.23
83.70 200.51
84.71 200.66
85.71 200.56
86.72 200.05
87.73 199.98
88.74 199.44
89.75 200.09
90.76 200.36
91.76 200.48
92.77 200.59
93.78 204.81
94.79 207.46
95.80 207.96
96.81 208.16
97.82 207.62
98.82 206.71
99.83 211.51
100.84 214.40
101.85 214.92
102.86 214.56
103.87 213.46
104.87 212.73
105.88 211.59
106.89 210.64
107.90 210.40
108.91 208.47
109.92 208.19
110.92 206.75
111.93 206.05
112.94 206.06
113.95 205.07
114.96 205.29
115.97 203.76
116.97 204.16
117.98 203.85
118.99 203.51
120.00 202.64
