# Time(ns)	Amplitude
0.00 200.67
1.01 199.50
2.02 199.96
3.03 200.05
4.03 200.01
5.04 200.01
6.05 200.38
7.06 200.42
8.07 199.72
9.08 200.25
10.08 200.09
11.09 199.86
12.10 200.15
13.11 199.84
14.12 200.47
15.13 200.96
16.13 199.75
17.14 199.88
18.15 199.92
19.16 199.99
20.17 199.86
21.18 200.27
22.18 199.76
23.19 199.87
24.20 199.65
25.21 199.82
26.22 199.64
27.23 199.82
28.24 199.90
29.24 200.13
30.25 200.21
31.26 199.70
32.27 199.88
33.28 200.08
34.29 200.42
35.29 199.65
36.30 199.56
37.31 199.88
38.32 199.66
39.33 199.90
40.34 200.37
41.34 199.87
42.35 200.44
43.36 199.74
44.37 200.57
45.38 199.58
46.39 200.24
47.39 199.94
48.40 199.96
49.41 200.04
50.42 200.14
51.43 200.04
52.44 200.11
53.45 200.47
54.45 204.28
55.46 207.23
56.47 207.60
57.48 208.53
58.49 207.85
59.50 207.88
60.50 206.76
61.51 206.54
62.52 206.07
63.53 204.92
64.54 205.07
65.55 204.67
66.55 206.52
67.56 207.38
68.57 208.30
69.58 208.10
70.59 207.92
71.60 207.20
72.61 206.19
73.61 205.37
74.62 205.30
75.63 205.24
76.64 204.68
77.65 203.95
78.66 203.76
79.66 203.23
80.67 202.87
81.68 202.77
82.69 205.88
83.70 207.30
84.71 208.64
85.71 212.17
86.72 215.28
87.73 216.36
88.74 215.90
89.75 215.10
90.76 213.85
91.76 213.21
92.77 211.97
93.78 210.67
94.79 215.49
95.80 217.90
96.81 218.05
97.82 217.55
98.82 216.54
99.83 215.06
100.84 214.38
101.85 212.64
102.86 211.22
103.87 211.20
104.87 210.04
105.88 209.33
106.89 208.24
107.90 206.88
108.91 206.04
109.92 205.91
110.92 205.57
111.93 204.40
112.94 204.20
113.95 204.30
114.96 202.92
115.97 203.01
116.97 202.56
117.98 202.76
118.99 202.53
120.00 201.99
