# Time(ns)	Amplitude
0.00 200.43
1.01 200.28
2.02 200.50
3.03 199.91
4.03 200.26
5.04 199.73
6.05 199.90
7.06 200.33
8.07 200.11
9.08 200.74
10.08 199.78
11.09 199.90
12.10 199.83
13.11 199.89
14.12 199.26
15.13 200.37
16.13 200.15
17.14 199.92
18.15 200.28
19.16 199.56
20.17 202.55
21.18 204.29
22.18 203.97
23.19 204.42
24.20 204.40
25.21 204.81
26.22 207.35
27.23 211.35
28.24 212.72
29.24 212.24
30.25 211.49
31.26 210.57
32.27 209.44
33.28 208.98
34.29 208.22
35.29 207.13
36.30 206.64
37.31 206.47
38.32 205.15
39.33 205.73
40.34 204.52
41.34 204.90
42.35 204.24
43.36 203.43
44.37 203.21
45.38 202.78
46.39 202.77
47.39 202.39
48.40 202.43
49.41 202.21
50.42 201.80
51.43 205.95
52.44 208.14
53.45 208.38
54.45 210.03
55.46 215.33
56.47 217.10
57.48 216.83
58.49 216.40
59.50 214.99
60.50 214.08
61.51 213.00
62.52 212.17
63.53 210.34
64.54 209.43
65.55 208.70
66.55 208.20
67.56 206.89
68.57 206.26
69.58 205.70
70.59 205.11
71.60 204.56
72.61 204.85
73.61 204.12
74.62 203.34
75.63 202.95
76.64 202.98
77.65 202.46
78.66 202.74
79.66 202.59
80.67 201.56
81.68 201.63
82.69 201.98
83.70 200.94
84.71 201.36
85.71 201.22
86.72 201.12
87.73 200.92
88.74 200.93
89.75 200.63
90.76 200.60
91.76 200.41
92.77 200.54
93.78 200.75
94.79 200.28
95.80 200.78
96.81 200.56
97.82 200.93
98.82 200.42
99.83 199.90
100.84 200.57
101.85 200.26
102.86 200.52
103.87 199.96
104.87 200.33
105.88 200.74
106.89 199.83
107.90 200.11
108.91 199.46
109.92 200.05
110.92 199.87
111.93 200.27
112.94 200.29
113.95 200.15
114.96 200.01
115.97 199.63
116.97 199.00
117.98 200.15
118.99 200.35
120.00 200.10
