# Time(ns)	Amplitude
0.00 200.51
1.01 200.48
2.02 200.22
3.03 200.21
4.03 199.78
5.04 199.94
6.05 200.25
7.06 199.94
8.07 200.18
9.08 200.01
10.08 199.20
11.09 199.90
12.10 200.42
13.11 199.92
14.12 199.97
15.13 200.23
16.13 200.04
17.14 200.31
18.15 200.24
19.16 200.40
20.17 199.95
21.18 199.79
22.18 200.08
23.19 200.18
24.20 200.71
25.21 200.52
26.22 200.33
27.23 200.14
28.24 199.88
29.24 199.83
30.25 199.87
31.26 199.55
32.27 199.81
33.28 199.87
34.29 199.55
35.29 199.68
36.30 199.76
37.31 199.54
38.32 200.16
39.33 199.65
40.34 199.96
41.34 204.71
42.35 207.55
43.36 210.54
44.37 211.82
45.38 212.00
46.39 211.90
47.39 211.45
48.40 210.04
49.41 208.88
50.42 208.58
51.43 207.77
52.44 207.21
53.45 207.11
54.45 206.33
55.46 205.33
56.47 204.90
57.48 204.74
58.49 204.11
59.50 203.32
60.50 203.05
61.51 203.24
62.52 202.86
63.53 202.58
64.54 201.92
65.55 202.20
66.55 201.67
67.56 202.26
68.57 201.38
69.58 201.33
70.59 200.59
71.60 200.89
72.61 200.45
73.61 200.70
74.62 200.38
75.63 201.19
76.64 200.64
77.65 200.72
78.66 200.47
79.66 200.70
80.67 200.41
81.68 200.67
82.69 200.27
83.70 201.13
84.71 203.92
85.71 205.02
86.72 205.16
87.73 205.10
88.74 204.75
89.75 204.89
90.76 206.49
91.76 208.65
92.77 208.92
93.78 212.16
94.79 213.22
95.80 213.66
96.81 212.31
97.82 212.04
98.82 210.84
99.83 210.21
100.84 209.33
101.85 208.41
102.86 207.23
103.87 207.18
104.87 206.12
105.88 205.81
106.89 204.80
107.90 204.76
108.91 204.26
109.92 203.95
110.92 203.42
111.93 203.03
112.94 203.22
113.95 202.69
114.96 202.76
115.97 202.07
116.97 201.16
117.98 201.55
118.99 201.63
120.00 201.34
