# Time(ns)	Amplitude
0.00 200.29
1.01 199.26
2.02 200.09
3.03 199.55
4.03 200.30
5.04 199.38
6.05 200.11
7.06 199.98
8.07 199.47
9.08 199.74
10.08 199.62
11.09 200.24
12.10 199.55
13.11 199.99
14.12 199.73
15.13 200.22
16.13 199.97
17.14 200.23
18.15 199.86
19.16 199.63
20.17 200.17
21.18 199.35
22.18 199.67
23.19 200.09
24.20 199.70
25.21 200.18
26.22 199.98
27.23 199.91
28.24 200.23
29.24 199.69
30.25 199.90
31.26 199.79
32.27 199.74
33.28 200.37
34.29 199.39
35.29 202.82
36.30 203.81
37.31 204.64
38.32 204.62
39.33 204.20
40.34 203.79
41.34 202.99
42.35 203.28
43.36 203.74
44.37 202.60
45.38 202.88
46.39 202.81
47.39 201.68
48.40 206.00
49.41 210.18
50.42 214.59
51.43 216.70
52.44 216.13
53.45 215.48
54.45 214.57
55.46 214.07
56.47 212.21
57.48 211.23
58.49 210.31
59.50 209.59
60.50 208.08
61.51 207.69
62.52 206.95
63.53 206.35
64.54 208.90
65.55 209.82
66.55 209.36
67.56 208.73
68.57 207.88
69.58 207.21
70.59 207.22
71.60 206.13
72.61 204.94
73.61 205.47
74.62 204.35
75.63 204.35
76.64 204.22
77.65 205.52
78.66 207.12
79.66 207.27
80.67 207.49
81.68 207.16
82.69 206.93
83.70 205.56
84.71 205.34
85.71 204.57
86.72 204.19
87.73 204.12
88.74 203.30
89.75 202.45
90.76 202.98
91.76 202.48
92.77 202.35
93.78 202.15
94.79 201.92
95.80 202.16
96.81 201.41
97.82 201.49
98.82 201.44
99.83 201.23
100.84 201.15
101.85 201.17
102.86 200.95
103.87 200.57
104.87 200.82
105.88 200.22
106.89 200.74
107.90 200.84
108.91 200.75
109.92 200.85
110.92 200.57
111.93 199.95
112.94 200.19
113.95 200.60
114.96 200.38
115.97 200.89
116.97 200.29
117.98 199.62
118.99 199.88
120.00 200.30
