# Time(ns)	Amplitude
0.00 200.35
1.01 199.49
2.02 200.48
3.03 200.32
4.03 199.72
5.04 199.56
6.05 200.52
7.06 202.23
8.07 206.10
9.08 207.87
10.08 208.28
11.09 208.49
12.10 207.64
13.11 207.58
14.12 206.59
15.13 206.10
16.13 205.93
17.14 205.02
18.15 204.90
19.16 204.24
20.17 204.24
21.18 203.25
22.18 203.01
23.19 203.11
24.20 202.44
25.21 202.44
26.22 202.95
27.23 206.54
28.24 207.84
29.24 207.81
30.25 207.79
31.26 207.55
32.27 207.09
33.28 208.97
34.29 212.42
35.29 214.38
36.30 217.25
37.31 220.33
38.32 220.32
39.33 219.62
40.34 218.51
41.34 217.37
42.35 215.44
43.36 214.95
44.37 213.34
45.38 212.36
46.39 210.77
47.39 210.49
48.40 208.95
49.41 207.78
50.42 207.31
51.43 207.27
52.44 205.45
53.45 205.06
54.45 205.10
55.46 204.17
56.47 204.08
57.48 203.46
58.49 203.18
59.50 203.23
60.50 202.95
61.51 202.27
62.52 201.64
63.53 201.45
64.54 203.59
65.55 206.55
66.55 207.92
67.56 208.31
68.57 208.23
69.58 207.78
70.59 207.13
71.60 206.83
72.61 206.02
73.61 205.32
74.62 205.10
75.63 204.26
76.64 203.92
77.65 203.39
78.66 203.42
79.66 203.12
80.67 202.64
81.68 202.18
82.69 202.19
83.70 202.28
84.71 201.59
85.71 201.31
86.72 201.47
87.73 201.10
88.74 201.23
89.75 200.74
90.76 200.73
91.76 200.69
92.77 200.46
93.78 200.69
94.79 200.58
95.80 200.58
96.81 200.97
97.82 200.73
98.82 200.17
99.83 200.61
100.84 199.91
101.85 199.95
102.86 199.84
103.87 200.61
104.87 200.20
105.88 199.76
106.89 200.47
107.90 199.99
108.91 200.15
109.92 200.21
110.92 200.70
111.93 200.10
112.94 200.61
113.95 199.72
114.96 200.10
115.97 200.48
116.97 199.93
117.98 199.97
118.99 200.47
120.00 199.84
