# Time(ns)	Amplitude
0.00 199.69
1.01 199.47
2.02 200.08
3.03 200.02
4.03 200.41
5.04 199.69
6.05 200.12
7.06 200.26
8.07 199.76
9.08 199.80
10.08 199.87
11.09 200.04
12.10 199.62
13.11 200.18
14.12 200.09
15.13 199.43
16.13 200.04
17.14 199.35
18.15 199.53
19.16 199.66
20.17 200.40
21.18 203.63
22.18 205.18
23.19 206.00
24.20 205.51
25.21 205.29
26.22 204.58
27.23 204.99
28.24 204.19
29.24 203.88
30.25 203.12
31.26 203.12
32.27 202.85
33.28 202.37
34.29 202.27
35.29 201.87
36.30 201.94
37.31 201.86
38.32 201.22
39.33 201.62
40.34 201.23
41.34 201.60
42.35 200.96
43.36 200.65
44.37 200.92
45.38 200.78
46.39 200.66
47.39 200.60
48.40 202.34
49.41 207.73
50.42 210.10
51.43 210.52
52.44 211.05
53.45 210.81
54.45 210.20
55.46 208.63
56.47 208.24
57.48 207.65
58.49 206.95
59.50 206.27
60.50 205.44
61.51 205.10
62.52 204.17
63.53 204.35
64.54 203.80
65.55 203.02
66.55 203.03
67.56 203.46
68.57 202.71
69.58 202.59
70.59 201.82
71.60 201.85
72.61 202.02
73.61 201.55
74.62 201.57
75.63 201.62
76.64 200.92
77.65 201.03
78.66 200.96
79.66 200.25
80.67 200.06
81.68 206.25
82.69 209.42
83.70 210.11
84.71 210.35
85.71 210.47
86.72 209.15
87.73 208.83
88.74 207.91
89.75 207.28
90.76 205.75
91.76 205.90
92.77 205.28
93.78 204.72
94.79 204.26
95.80 203.77
96.81 203.07
97.82 203.29
98.82 202.67
99.83 202.49
100.84 202.41
101.85 204.01
102.86 209.40
103.87 211.26
104.87 211.74
105.88 211.37
106.89 210.93
107.90 210.61
108.91 214.18
109.92 215.18
110.92 214.88
111.93 213.99
112.94 213.29
113.95 212.25
114.96 210.70
115.97 209.87
116.97 209.16
117.98 208.66
118.99 207.65
120.00 207.00
