# Time(ns)	Amplitude
0.00 200.13
1.01 199.62
2.02 199.36
3.03 200.36
4.03 199.78
5.04 200.03
6.05 200.01
7.06 199.58
8.07 199.92
9.08 199.72
10.08 199.87
11.09 200.29
12.10 199.72
13.11 199.91
14.12 200.57
15.13 200.56
16.13 200.10
17.14 199.19
18.15 199.67
19.16 205.55
20.17 209.08
21.18 210.46
22.18 211.96
23.19 213.09
24.20 212.29
25.21 212.05
26.22 210.49
27.23 209.50
28.24 208.94
29.24 208.47
30.25 206.80
31.26 206.96
32.27 206.10
33.28 205.83
34.29 204.93
35.29 204.52
36.30 204.01
37.31 203.78
38.32 203.31
39.33 203.41
40.34 202.37
41.34 202.37
42.35 202.21
43.36 202.20
44.37 201.87
45.38 201.66
46.39 201.34
47.39 205.42
48.40 207.36
49.41 213.18
50.42 215.20
51.43 215.50
52.44 214.66
53.45 214.61
54.45 213.44
55.46 211.38
56.47 210.53
57.48 209.86
58.49 208.83
59.50 207.38
60.50 207.00
61.51 206.16
62.52 206.20
63.53 205.79
64.54 205.34
65.55 203.70
66.55 203.94
67.56 203.40
68.57 203.09
69.58 203.14
70.59 202.50
71.60 202.32
72.61 202.07
73.61 202.46
74.62 201.72
75.63 201.33
76.64 201.46
77.65 202.14
78.66 201.25
79.66 201.00
80.67 200.83
81.68 200.88
82.69 200.39
83.70 200.60
84.71 200.59
85.71 200.42
86.72 200.53
87.73 200.73
88.74 200.02
89.75 200.40
90.76 200.52
91.76 200.48
92.77 200.34
93.78 200.54
94.79 200.09
95.80 200.50
96.81 200.59
97.82 200.01
98.82 199.76
99.83 199.94
100.84 200.21
101.85 199.88
102.86 200.10
103.87 199.74
104.87 200.02
105.88 199.92
106.89 200.35
107.90 200.09
108.91 199.96
109.92 203.23
110.92 205.12
111.93 206.28
112.94 206.68
113.95 206.46
114.96 205.44
115.97 205.18
116.97 204.95
117.98 204.88
118.99 203.95
120.00 203.26
