# Time(ns)	Amplitude
0.00 199.56
1.01 200.04
2.02 199.79
3.03 199.53
4.03 199.71
5.04 199.96
6.05 199.76
7.06 200.38
8.07 200.15
9.08 199.67
10.08 200.19
11.09 199.97
12.10 200.03
13.11 199.99
14.12 200.31
15.13 199.37
16.13 200.33
17.14 199.91
18.15 200.26
19.16 199.36
20.17 199.95
21.18 200.24
22.18 201.71
23.19 203.37
24.20 203.84
25.21 204.28
26.22 203.73
27.23 203.48
28.24 203.38
29.24 202.38
30.25 202.59
31.26 202.64
32.27 202.63
33.28 201.18
34.29 201.64
35.29 201.75
36.30 201.38
37.31 201.29
38.32 201.44
39.33 201.17
40.34 201.06
41.34 201.00
42.35 200.58
43.36 200.68
44.37 200.58
45.38 200.72
46.39 200.17
47.39 202.71
48.40 203.90
49.41 204.91
50.42 204.58
51.43 204.22
52.44 203.64
53.45 203.49
54.45 203.99
55.46 203.14
56.47 202.76
57.48 202.28
58.49 202.69
59.50 202.31
60.50 202.29
61.51 201.31
62.52 201.17
63.53 201.11
64.54 201.12
65.55 200.91
66.55 203.62
67.56 206.11
68.57 207.19
69.58 207.63
70.59 206.81
71.60 207.19
72.61 205.98
73.61 205.72
74.62 205.28
75.63 205.02
76.64 206.54
77.65 207.62
78.66 207.77
79.66 207.40
80.67 206.96
81.68 206.32
82.69 206.30
83.70 205.44
84.71 204.58
85.71 204.74
86.72 204.29
87.73 203.93
88.74 203.50
89.75 203.61
90.76 205.15
91.76 206.19
92.77 206.07
93.78 205.82
94.79 205.71
95.80 204.52
96.81 204.49
97.82 203.93
98.82 203.59
99.83 203.34
100.84 202.92
101.85 202.56
102.86 202.42
103.87 201.75
104.87 201.93
105.88 201.68
106.89 201.86
107.90 201.10
108.91 200.91
109.92 201.30
110.92 201.37
111.93 201.33
112.94 200.70
113.95 200.47
114.96 200.74
115.97 200.67
116.97 200.46
117.98 200.86
118.99 200.39
120.00 199.76
