# Time(ns)	Amplitude
0.00 199.86
1.01 200.33
2.02 199.85
3.03 200.36
4.03 199.82
5.04 200.07
6.05 200.38
7.06 199.99
8.07 199.90
9.08 200.20
10.08 200.39
11.09 199.91
12.10 199.87
13.11 199.85
14.12 199.72
15.13 200.20
16.13 199.94
17.14 199.93
18.15 200.33
19.16 199.70
20.17 199.64
21.18 200.77
22.18 199.55
23.19 200.08
24.20 199.95
25.21 200.19
26.22 199.97
27.23 199.92
28.24 199.71
29.24 200.07
30.25 199.66
31.26 199.86
32.27 199.97
33.28 199.97
34.29 200.28
35.29 200.09
36.30 200.35
37.31 200.73
38.32 203.46
39.33 204.72
40.34 205.26
41.34 204.97
42.35 204.28
43.36 204.59
44.37 203.99
45.38 204.05
46.39 203.81
47.39 202.96
48.40 202.31
49.41 202.29
50.42 203.07
51.43 202.16
52.44 201.81
53.45 201.54
54.45 201.58
55.46 201.84
56.47 200.80
57.48 201.56
58.49 201.42
59.50 200.75
60.50 201.17
61.51 200.51
62.52 200.55
63.53 200.48
64.54 200.14
65.55 200.61
66.55 200.60
67.56 200.57
68.57 200.42
69.58 200.42
70.59 199.91
71.60 199.80
72.61 200.33
73.61 200.03
74.62 200.16
75.63 200.12
76.64 200.52
77.65 200.29
78.66 200.31
79.66 203.36
80.67 207.77
81.68 209.67
82.69 209.93
83.70 210.14
84.71 209.46
85.71 209.22
86.72 208.36
87.73 207.49
88.74 206.78
89.75 206.23
90.76 205.78
91.76 207.56
92.77 212.21
93.78 213.87
94.79 213.51
95.80 214.20
96.81 212.58
97.82 211.86
98.82 210.53
99.83 209.74
100.84 208.48
101.85 207.87
102.86 207.20
103.87 206.38
104.87 206.17
105.88 206.00
106.89 206.14
107.90 212.61
108.91 214.70
109.92 216.94
110.92 219.14
111.93 219.59
112.94 219.00
113.95 218.08
114.96 216.76
115.97 215.68
116.97 213.90
117.98 212.90
118.99 211.52
120.00 210.36
