# Time(ns)	Amplitude
0.00 200.19
1.01 199.86
2.02 199.95
3.03 200.46
4.03 200.37
5.04 200.13
6.05 199.89
7.06 199.81
8.07 200.10
9.08 199.58
10.08 200.44
11.09 200.26
12.10 199.86
13.11 200.25
14.12 200.08
15.13 199.79
16.13 200.00
17.14 200.32
18.15 200.03
19.16 200.11
20.17 200.41
21.18 200.30
22.18 200.13
23.19 199.82
24.20 200.19
25.21 200.62
26.22 202.98
27.23 204.00
28.24 204.04
29.24 204.01
30.25 203.46
31.26 203.97
32.27 203.64
33.28 203.22
34.29 202.83
35.29 202.62
36.30 202.07
37.31 202.31
38.32 202.12
39.33 201.79
40.34 201.24
41.34 201.06
42.35 201.13
43.36 200.97
44.37 200.85
45.38 200.98
46.39 200.96
47.39 200.61
48.40 199.95
49.41 200.54
50.42 201.11
51.43 200.42
52.44 200.77
53.45 203.03
54.45 204.72
55.46 206.34
56.47 205.75
57.48 205.40
58.49 205.54
59.50 204.68
60.50 204.69
61.51 204.16
62.52 203.73
63.53 202.99
64.54 203.15
65.55 202.71
66.55 203.47
67.56 207.99
68.57 209.45
69.58 209.66
70.59 209.49
71.60 208.40
72.61 211.85
73.61 213.39
74.62 213.19
75.63 213.19
76.64 212.22
77.65 211.00
78.66 210.34
79.66 209.78
80.67 208.72
81.68 207.84
82.69 206.97
83.70 206.62
84.71 206.27
85.71 205.01
86.72 205.20
87.73 204.63
88.74 203.87
89.75 202.84
90.76 203.01
91.76 202.97
92.77 202.71
93.78 202.30
94.79 202.92
95.80 204.66
96.81 204.75
97.82 204.85
98.82 204.22
99.83 203.76
100.84 203.61
101.85 203.80
102.86 203.20
103.87 202.67
104.87 203.11
105.88 202.74
106.89 202.65
107.90 202.46
108.91 202.47
109.92 201.62
110.92 201.39
111.93 201.78
112.94 201.69
113.95 200.49
114.96 200.82
115.97 200.95
116.97 201.30
117.98 200.81
118.99 200.57
120.00 200.24
