# Time(ns)	Amplitude
0.00 200.19
1.01 199.95
2.02 200.36
3.03 199.76
4.03 199.97
5.04 200.61
6.05 199.61
7.06 199.94
8.07 200.00
9.08 199.72
10.08 199.86
11.09 200.29
12.10 199.68
13.11 199.89
14.12 199.94
15.13 200.11
16.13 199.78
17.14 199.95
18.15 199.98
19.16 200.04
20.17 200.29
21.18 203.65
22.18 206.32
23.19 207.70
24.20 207.76
25.21 208.01
26.22 207.08
27.23 206.60
28.24 205.89
29.24 205.80
30.25 204.97
31.26 204.29
32.27 203.94
33.28 204.51
34.29 203.03
35.29 203.00
36.30 202.62
37.31 202.23
38.32 202.58
39.33 202.04
40.34 201.75
41.34 201.69
42.35 201.77
43.36 201.88
44.37 200.96
45.38 200.87
46.39 201.15
47.39 201.29
48.40 200.39
49.41 201.27
50.42 200.87
51.43 200.39
52.44 200.85
53.45 200.20
54.45 200.60
55.46 200.63
56.47 200.37
57.48 200.14
58.49 200.57
59.50 201.09
60.50 200.19
61.51 201.59
62.52 203.90
63.53 205.10
64.54 205.30
65.55 205.40
66.55 204.45
67.56 205.06
68.57 205.44
69.58 206.89
70.59 207.08
71.60 206.96
72.61 205.66
73.61 206.01
74.62 205.83
75.63 205.20
76.64 204.71
77.65 204.17
78.66 204.09
79.66 203.04
80.67 202.68
81.68 202.61
82.69 203.12
83.70 202.25
84.71 201.57
85.71 202.26
86.72 202.01
87.73 201.63
88.74 201.28
89.75 200.69
90.76 201.13
91.76 201.43
92.77 201.33
93.78 201.77
94.79 205.99
95.80 207.66
96.81 208.77
97.82 208.76
98.82 208.22
99.83 208.45
100.84 212.16
101.85 213.39
102.86 213.24
103.87 213.01
104.87 211.56
105.88 211.33
106.89 209.95
107.90 209.39
108.91 207.97
109.92 207.51
110.92 206.61
111.93 206.50
112.94 205.53
113.95 204.48
114.96 205.00
115.97 204.02
116.97 204.15
117.98 202.92
118.99 203.29
120.00 202.00
