# Time(ns)	Amplitude
0.00 200.17
1.01 200.16
2.02 200.29
3.03 199.70
4.03 199.77
5.04 200.14
6.05 201.57
7.06 204.75
8.07 206.87
9.08 206.41
10.08 207.25
11.09 206.06
12.10 206.39
13.11 205.39
14.12 205.35
15.13 204.85
16.13 204.40
17.14 203.65
18.15 203.54
19.16 202.98
20.17 202.37
21.18 202.63
22.18 202.31
23.19 202.16
24.20 201.93
25.21 202.26
26.22 201.79
27.23 201.50
28.24 201.63
29.24 206.70
30.25 210.59
31.26 211.44
32.27 211.00
33.28 210.85
34.29 210.16
35.29 209.12
36.30 208.79
37.31 214.38
38.32 216.96
39.33 217.69
40.34 217.26
41.34 216.54
42.35 215.07
43.36 213.26
44.37 212.86
45.38 211.43
46.39 210.64
47.39 209.09
48.40 208.49
49.41 207.67
50.42 207.32
51.43 206.15
52.44 205.41
53.45 204.65
54.45 204.46
55.46 203.95
56.47 203.81
57.48 203.03
58.49 203.23
59.50 203.21
60.50 202.40
61.51 201.96
62.52 202.46
63.53 201.70
64.54 201.63
65.55 201.51
66.55 201.47
67.56 201.00
68.57 200.82
69.58 200.79
70.59 200.49
71.60 200.94
72.61 201.31
73.61 200.93
74.62 204.33
75.63 204.93
76.64 205.90
77.65 208.43
78.66 210.15
79.66 211.27
80.67 210.80
81.68 210.11
82.69 208.37
83.70 208.41
84.71 207.80
85.71 207.17
86.72 205.68
87.73 205.90
88.74 204.90
89.75 204.58
90.76 203.98
91.76 203.83
92.77 202.85
93.78 203.34
94.79 203.13
95.80 202.33
96.81 202.20
97.82 202.13
98.82 201.71
99.83 201.27
100.84 201.66
101.85 201.09
102.86 201.77
103.87 200.99
104.87 201.15
105.88 200.66
106.89 201.09
107.90 200.64
108.91 200.59
109.92 201.00
110.92 200.49
111.93 200.43
112.94 200.88
113.95 200.75
114.96 200.35
115.97 200.19
116.97 200.70
117.98 199.72
118.99 200.37
120.00 200.45
