# Time(ns)	Amplitude
0.00 199.78
1.01 200.36
2.02 199.77
3.03 199.85
4.03 200.11
5.04 199.72
6.05 204.69
7.06 208.07
8.07 209.78
9.08 209.98
10.08 209.28
11.09 208.90
12.10 208.42
13.11 207.40
14.12 208.15
15.13 213.70
16.13 215.45
17.14 215.09
18.15 215.06
19.16 214.15
20.17 213.58
21.18 211.66
22.18 210.93
23.19 213.41
24.20 214.67
25.21 214.47
26.22 213.87
27.23 212.90
28.24 212.04
29.24 211.38
30.25 209.91
31.26 209.03
32.27 208.05
33.28 207.21
34.29 206.68
35.29 205.89
36.30 205.60
37.31 204.60
38.32 204.06
39.33 203.85
40.34 203.48
41.34 203.00
42.35 203.36
43.36 202.82
44.37 202.42
45.38 202.11
46.39 201.95
47.39 201.89
48.40 201.24
49.41 201.94
50.42 201.23
51.43 200.56
52.44 201.87
53.45 204.85
54.45 209.59
55.46 211.20
56.47 211.77
57.48 211.89
58.49 211.37
59.50 210.23
60.50 208.98
61.51 208.83
62.52 207.72
63.53 207.10
64.54 206.38
65.55 205.67
66.55 205.58
67.56 205.14
68.57 204.23
69.58 203.56
70.59 203.74
71.60 202.83
72.61 202.92
73.61 202.79
74.62 202.92
75.63 201.88
76.64 201.86
77.65 201.83
78.66 200.97
79.66 201.20
80.67 201.41
81.68 201.60
82.69 201.83
83.70 202.52
84.71 203.50
85.71 203.96
86.72 204.09
87.73 203.60
88.74 203.84
89.75 202.95
90.76 202.99
91.76 202.55
92.77 202.51
93.78 201.83
94.79 201.21
95.80 201.27
96.81 201.41
97.82 201.85
98.82 201.71
99.83 201.71
100.84 200.52
101.85 200.71
102.86 200.86
103.87 200.81
104.87 200.42
105.88 201.22
106.89 200.74
107.90 200.71
108.91 200.35
109.92 200.36
110.92 200.45
111.93 200.20
112.94 200.22
113.95 199.62
114.96 200.27
115.97 199.96
116.97 199.91
117.98 200.38
118.99 200.19
120.00 200.31
