# Time(ns)	Amplitude
0.00 199.51
1.01 199.89
2.02 199.54
3.03 200.08
4.03 200.26
5.04 200.31
6.05 199.82
7.06 200.51
8.07 200.04
9.08 199.69
10.08 200.20
11.09 199.65
12.10 199.79
13.11 199.60
14.12 199.86
15.13 200.49
16.13 200.23
17.14 199.88
18.15 199.78
19.16 199.90
20.17 199.78
21.18 200.14
22.18 200.59
23.19 199.84
24.20 200.02
25.21 200.51
26.22 200.44
27.23 200.07
28.24 199.99
29.24 199.80
30.25 199.97
31.26 200.33
32.27 199.57
33.28 199.84
34.29 199.51
35.29 199.93
36.30 200.39
37.31 199.52
38.32 200.59
39.33 199.93
40.34 199.46
41.34 199.82
42.35 199.44
43.36 199.69
44.37 199.58
45.38 200.11
46.39 200.30
47.39 200.49
48.40 199.85
49.41 201.78
50.42 205.61
51.43 206.64
52.44 207.06
53.45 206.62
54.45 206.08
55.46 206.25
56.47 206.18
57.48 205.31
58.49 204.76
59.50 205.34
60.50 205.18
61.51 210.39
62.52 213.22
63.53 213.49
64.54 213.03
65.55 212.48
66.55 211.44
67.56 210.40
68.57 209.77
69.58 209.06
70.59 208.34
71.60 207.45
72.61 206.20
73.61 205.71
74.62 205.09
75.63 208.71
76.64 210.78
77.65 211.40
78.66 211.60
79.66 210.58
80.67 210.18
81.68 209.42
82.69 208.07
83.70 207.76
84.71 206.74
85.71 205.96
86.72 205.69
87.73 205.02
88.74 204.57
89.75 204.46
90.76 203.68
91.76 203.01
92.77 203.56
93.78 202.66
94.79 203.19
95.80 206.37
96.81 207.17
97.82 207.41
98.82 207.21
99.83 210.28
100.84 212.46
101.85 212.87
102.86 213.58
103.87 212.61
104.87 211.38
105.88 210.36
106.89 210.23
107.90 208.61
108.91 208.16
109.92 207.11
110.92 206.64
111.93 206.04
112.94 205.43
113.95 204.80
114.96 204.64
115.97 203.89
116.97 203.55
117.98 203.03
118.99 202.65
120.00 202.01
