# Time(ns)	Amplitude
0.00 200.28
1.01 199.78
2.02 200.19
3.03 200.08
4.03 200.09
5.04 199.67
6.05 200.18
7.06 199.67
8.07 200.03
9.08 199.87
10.08 199.67
11.09 200.09
12.10 204.75
13.11 207.75
14.12 208.86
15.13 209.41
16.13 210.21
17.14 216.48
18.15 218.18
19.16 217.92
20.17 217.34
21.18 215.86
22.18 214.84
23.19 213.96
24.20 213.09
25.21 214.73
26.22 213.72
27.23 213.23
28.24 212.25
29.24 211.75
30.25 210.37
31.26 212.12
32.27 216.13
33.28 218.41
34.29 218.35
35.29 217.43
36.30 216.38
37.31 215.11
38.32 214.09
39.33 212.53
40.34 211.53
41.34 209.95
42.35 209.42
43.36 208.49
44.37 207.55
45.38 206.94
46.39 206.24
47.39 208.09
48.40 209.65
49.41 210.28
50.42 210.21
51.43 209.66
52.44 208.76
53.45 207.33
54.45 207.02
55.46 206.73
56.47 206.47
57.48 205.19
58.49 204.61
59.50 204.30
60.50 204.10
61.51 204.04
62.52 202.84
63.53 203.20
64.54 203.10
65.55 202.62
66.55 201.99
67.56 202.06
68.57 202.11
69.58 201.87
70.59 201.38
71.60 201.13
72.61 201.47
73.61 200.95
74.62 201.04
75.63 200.97
76.64 201.16
77.65 200.48
78.66 199.90
79.66 200.38
80.67 201.46
81.68 200.38
82.69 200.62
83.70 200.44
84.71 200.20
85.71 200.21
86.72 200.21
87.73 200.18
88.74 200.13
89.75 200.63
90.76 199.95
91.76 200.08
92.77 200.29
93.78 200.69
94.79 200.03
95.80 200.18
96.81 199.80
97.82 199.49
98.82 200.10
99.83 200.20
100.84 199.62
101.85 200.14
102.86 199.99
103.87 200.34
104.87 200.00
105.88 200.50
106.89 199.69
107.90 199.68
108.91 200.17
109.92 200.14
110.92 199.85
111.93 199.95
112.94 199.95
113.95 200.22
114.96 200.28
115.97 200.46
116.97 200.31
117.98 200.16
118.99 200.33
120.00 200.30
