# Time(ns)	Amplitude
0.00 199.86
1.01 199.40
2.02 199.87
3.03 200.14
4.03 200.21
5.04 200.41
6.05 199.74
7.06 199.87
8.07 200.55
9.08 199.71
10.08 200.09
11.09 200.13
12.10 200.15
13.11 199.96
14.12 200.18
15.13 199.67
16.13 199.98
17.14 199.90
18.15 202.36
19.16 207.34
20.17 209.75
21.18 209.60
22.18 209.39
23.19 209.41
24.20 208.55
25.21 209.69
26.22 210.28
27.23 209.70
28.24 208.85
29.24 208.35
30.25 207.62
31.26 206.36
32.27 206.93
33.28 206.31
34.29 205.50
35.29 204.89
36.30 204.51
37.31 203.77
38.32 203.51
39.33 202.90
40.34 202.49
41.34 202.29
42.35 202.19
43.36 202.00
44.37 202.12
45.38 201.84
46.39 201.55
47.39 201.37
48.40 201.49
49.41 201.57
50.42 200.87
51.43 201.13
52.44 200.49
53.45 200.49
54.45 200.82
55.46 201.44
56.47 200.75
57.48 200.44
58.49 200.32
59.50 199.69
60.50 203.69
61.51 205.17
62.52 205.69
63.53 205.22
64.54 205.62
65.55 204.07
66.55 204.36
67.56 204.37
68.57 203.75
69.58 202.88
70.59 203.01
71.60 202.81
72.61 203.04
73.61 202.70
74.62 201.44
75.63 201.61
76.64 201.67
77.65 201.97
78.66 200.95
79.66 201.44
80.67 201.30
81.68 200.91
82.69 200.99
83.70 201.03
84.71 200.74
85.71 200.53
86.72 204.92
87.73 206.67
88.74 207.61
89.75 211.74
90.76 213.65
91.76 214.11
92.77 213.52
93.78 212.91
94.79 212.02
95.80 211.24
96.81 209.78
97.82 209.15
98.82 208.54
99.83 207.46
100.84 207.00
101.85 206.26
102.86 205.62
103.87 204.28
104.87 204.67
105.88 204.76
106.89 203.94
107.90 203.19
108.91 203.21
109.92 203.16
110.92 202.50
111.93 201.95
112.94 201.77
113.95 202.41
114.96 201.49
115.97 201.68
116.97 201.30
117.98 200.95
118.99 201.18
120.00 201.07
