# Time(ns)	Amplitude
0.00 199.66
1.01 200.04
2.02 200.10
3.03 200.11
4.03 200.10
5.04 199.69
6.05 199.91
7.06 199.88
8.07 199.95
9.08 200.11
10.08 199.88
11.09 200.47
12.10 200.29
13.11 200.65
14.12 199.89
15.13 200.03
16.13 199.08
17.14 199.91
18.15 200.35
19.16 199.79
20.17 206.89
21.18 210.37
22.18 210.61
23.19 211.50
24.20 210.48
25.21 209.53
26.22 209.17
27.23 209.06
28.24 207.65
29.24 206.73
30.25 206.45
31.26 205.79
32.27 204.94
33.28 205.73
34.29 209.54
35.29 210.81
36.30 211.15
37.31 211.16
38.32 210.31
39.33 209.49
40.34 208.07
41.34 208.09
42.35 206.73
43.36 206.38
44.37 205.86
45.38 205.56
46.39 205.18
47.39 204.86
48.40 204.55
49.41 203.60
50.42 203.20
51.43 202.84
52.44 202.27
53.45 202.51
54.45 202.78
55.46 201.55
56.47 208.72
57.48 211.32
58.49 212.97
59.50 212.06
60.50 212.33
61.51 210.85
62.52 209.79
63.53 209.54
64.54 208.12
65.55 207.73
66.55 207.26
67.56 206.16
68.57 205.10
69.58 205.17
70.59 204.47
71.60 203.89
72.61 204.00
73.61 203.72
74.62 205.78
75.63 210.75
76.64 212.04
77.65 212.67
78.66 212.31
79.66 211.77
80.67 210.79
81.68 209.52
82.69 209.21
83.70 208.73
84.71 207.56
85.71 207.07
86.72 206.51
87.73 205.76
88.74 204.55
89.75 204.50
90.76 204.16
91.76 203.42
92.77 203.36
93.78 203.34
94.79 202.85
95.80 202.45
96.81 202.33
97.82 201.97
98.82 201.69
99.83 205.44
100.84 208.22
101.85 209.68
102.86 209.41
103.87 208.62
104.87 208.11
105.88 207.44
106.89 206.40
107.90 206.55
108.91 205.95
109.92 205.14
110.92 205.05
111.93 204.00
112.94 204.19
113.95 203.92
114.96 202.68
115.97 202.92
116.97 202.96
117.98 202.71
118.99 202.18
120.00 201.58
