# Time(ns)	Amplitude
0.00 200.35
1.01 200.47
2.02 199.85
3.03 199.86
4.03 200.39
5.04 200.18
6.05 200.00
7.06 200.37
8.07 199.72
9.08 199.65
10.08 199.95
11.09 200.11
12.10 200.17
13.11 199.98
14.12 199.89
15.13 199.95
16.13 199.82
17.14 200.20
18.15 199.76
19.16 200.00
20.17 199.73
21.18 199.88
22.18 199.94
23.19 200.30
24.20 199.98
25.21 200.17
26.22 199.55
27.23 199.95
28.24 200.12
29.24 200.39
30.25 199.83
31.26 201.36
32.27 205.24
33.28 206.91
34.29 208.03
35.29 207.88
36.30 206.95
37.31 206.46
38.32 205.85
39.33 205.28
40.34 205.05
41.34 204.47
42.35 205.16
43.36 203.77
44.37 203.56
45.38 203.22
46.39 206.10
47.39 208.51
48.40 209.31
49.41 208.77
50.42 208.33
51.43 208.31
52.44 207.66
53.45 206.67
54.45 206.45
55.46 211.52
56.47 212.73
57.48 213.60
58.49 213.39
59.50 212.67
60.50 210.88
61.51 210.37
62.52 209.31
63.53 208.59
64.54 208.30
65.55 207.10
66.55 206.23
67.56 205.91
68.57 205.46
69.58 204.92
70.59 204.88
71.60 203.60
72.61 203.35
73.61 203.00
74.62 203.19
75.63 202.50
76.64 202.24
77.65 202.12
78.66 201.70
79.66 204.35
80.67 205.26
81.68 205.83
82.69 205.08
83.70 205.47
84.71 205.54
85.71 203.78
86.72 204.00
87.73 203.92
88.74 203.69
89.75 203.48
90.76 203.15
91.76 202.39
92.77 201.97
93.78 202.55
94.79 201.72
95.80 201.50
96.81 201.18
97.82 201.50
98.82 201.37
99.83 201.67
100.84 200.60
101.85 201.09
102.86 200.80
103.87 200.84
104.87 200.95
105.88 200.43
106.89 200.15
107.90 202.58
108.91 206.54
109.92 208.05
110.92 208.40
111.93 208.88
112.94 208.03
113.95 207.45
114.96 206.39
115.97 206.37
116.97 205.31
117.98 204.99
118.99 203.88
120.00 204.22
