# Time(ns)	Amplitude
0.00 199.88
1.01 200.30
2.02 199.95
3.03 200.27
4.03 200.15
5.04 200.39
6.05 200.54
7.06 199.62
8.07 199.90
9.08 200.14
10.08 200.21
11.09 199.87
12.10 203.33
13.11 207.73
14.12 208.61
15.13 209.90
16.13 209.73
17.14 208.47
18.15 208.27
19.16 207.30
20.17 206.94
21.18 206.01
22.18 205.63
23.19 205.19
24.20 204.66
25.21 204.92
26.22 203.80
27.23 203.85
28.24 203.25
29.24 203.08
30.25 202.48
31.26 202.13
32.27 201.83
33.28 201.93
34.29 201.90
35.29 201.80
36.30 201.33
37.31 201.07
38.32 201.02
39.33 200.71
40.34 201.05
41.34 200.66
42.35 200.82
43.36 199.98
44.37 200.64
45.38 200.56
46.39 200.17
47.39 200.72
48.40 200.10
49.41 200.03
50.42 200.34
51.43 200.05
52.44 200.53
53.45 200.04
54.45 200.58
55.46 200.03
56.47 200.12
57.48 199.78
58.49 200.39
59.50 200.36
60.50 200.63
61.51 200.27
62.52 200.48
63.53 200.29
64.54 200.05
65.55 200.24
66.55 200.54
67.56 200.54
68.57 200.03
69.58 199.76
70.59 200.11
71.60 200.06
72.61 199.88
73.61 204.54
74.62 207.09
75.63 208.11
76.64 207.51
77.65 207.57
78.66 211.68
79.66 213.29
80.67 213.93
81.68 213.28
82.69 213.43
83.70 212.41
84.71 211.36
85.71 210.03
86.72 211.93
87.73 215.57
88.74 216.48
89.75 219.75
90.76 224.23
91.76 225.53
92.77 224.51
93.78 223.51
94.79 221.69
95.80 219.65
96.81 218.05
97.82 216.42
98.82 214.63
99.83 214.04
100.84 212.31
101.85 211.33
102.86 209.81
103.87 209.02
104.87 207.95
105.88 207.38
106.89 207.00
107.90 206.31
108.91 205.36
109.92 205.32
110.92 204.20
111.93 204.54
112.94 203.79
113.95 203.29
114.96 203.39
115.97 202.70
116.97 202.45
117.98 202.68
118.99 202.24
120.00 202.03
