# Time(ns)	Amplitude
0.00 199.64
1.01 199.91
2.02 200.39
3.03 199.80
4.03 200.02
5.04 200.05
6.05 199.79
7.06 199.89
8.07 199.57
9.08 199.97
10.08 199.72
11.09 200.10
12.10 199.92
13.11 200.24
14.12 199.96
15.13 199.42
16.13 200.33
17.14 200.01
18.15 200.05
19.16 199.54
20.17 199.62
21.18 199.85
22.18 200.12
23.19 200.19
24.20 199.97
25.21 199.79
26.22 200.65
27.23 205.68
28.24 209.01
29.24 210.27
30.25 216.09
31.26 218.81
32.27 220.00
33.28 219.86
34.29 218.18
35.29 217.29
36.30 216.11
37.31 214.78
38.32 212.95
39.33 211.57
40.34 210.76
41.34 210.67
42.35 208.70
43.36 208.28
44.37 207.33
45.38 206.35
46.39 206.21
47.39 205.06
48.40 204.77
49.41 204.46
50.42 203.34
51.43 203.83
52.44 203.62
53.45 203.27
54.45 202.50
55.46 202.52
56.47 202.48
57.48 201.68
58.49 202.03
59.50 201.14
60.50 201.03
61.51 200.79
62.52 201.57
63.53 200.96
64.54 201.04
65.55 200.68
66.55 200.83
67.56 201.48
68.57 200.63
69.58 200.23
70.59 200.58
71.60 200.16
72.61 199.90
73.61 199.89
74.62 199.88
75.63 199.75
76.64 199.77
77.65 199.68
78.66 200.23
79.66 200.22
80.67 200.47
81.68 200.11
82.69 200.29
83.70 200.18
84.71 200.08
85.71 200.15
86.72 199.74
87.73 203.91
88.74 209.04
89.75 211.56
90.76 212.30
91.76 211.89
92.77 211.27
93.78 210.81
94.79 212.49
95.80 213.48
96.81 212.43
97.82 211.51
98.82 211.10
99.83 210.04
100.84 209.52
101.85 208.30
102.86 207.04
103.87 207.43
104.87 206.40
105.88 205.66
106.89 205.00
107.90 205.11
108.91 204.43
109.92 203.71
110.92 203.29
111.93 202.61
112.94 203.38
113.95 202.26
114.96 202.30
115.97 202.28
116.97 201.96
117.98 201.19
118.99 201.31
120.00 201.74
