# Time(ns)	Amplitude
0.00 200.18
1.01 199.82
2.02 199.60
3.03 199.72
4.03 200.25
5.04 200.28
6.05 199.40
7.06 199.81
8.07 199.92
9.08 200.15
10.08 199.93
11.09 199.76
12.10 199.72
13.11 199.90
14.12 200.08
15.13 199.81
16.13 200.28
17.14 200.16
18.15 199.59
19.16 200.05
20.17 199.67
21.18 200.42
22.18 200.08
23.19 200.16
24.20 200.00
25.21 200.12
26.22 200.62
27.23 199.62
28.24 200.60
29.24 200.09
30.25 199.52
31.26 199.68
32.27 200.17
33.28 200.13
34.29 200.08
35.29 200.00
36.30 199.87
37.31 200.13
38.32 202.54
39.33 204.67
40.34 205.01
41.34 204.94
42.35 205.43
43.36 204.68
44.37 204.62
45.38 204.69
46.39 203.77
47.39 203.19
48.40 203.03
49.41 202.28
50.42 202.66
51.43 202.48
52.44 202.29
53.45 202.16
54.45 202.02
55.46 201.75
56.47 201.34
57.48 201.23
58.49 201.20
59.50 201.06
60.50 200.91
61.51 200.83
62.52 200.30
63.53 200.71
64.54 200.58
65.55 202.18
66.55 207.69
67.56 210.11
68.57 211.65
69.58 212.14
70.59 210.96
71.60 210.51
72.61 209.47
73.61 208.20
74.62 207.78
75.63 207.14
76.64 206.23
77.65 205.72
78.66 205.07
79.66 205.40
80.67 204.43
81.68 204.31
82.69 203.74
83.70 207.77
84.71 211.18
85.71 212.26
86.72 215.18
87.73 216.77
88.74 219.44
89.75 220.23
90.76 219.42
91.76 218.31
92.77 217.24
93.78 215.37
94.79 214.16
95.80 213.59
96.81 211.03
97.82 210.62
98.82 209.62
99.83 208.32
100.84 207.82
101.85 207.18
102.86 206.67
103.87 205.69
104.87 204.90
105.88 205.18
106.89 204.39
107.90 203.81
108.91 203.54
109.92 203.22
110.92 202.90
111.93 202.15
112.94 202.70
113.95 201.76
114.96 202.18
115.97 201.72
116.97 201.43
117.98 200.95
118.99 201.48
120.00 201.43
