# Time(ns)	Amplitude
0.00 199.64
1.01 200.03
2.02 200.09
3.03 200.21
4.03 199.91
5.04 200.03
6.05 199.84
7.06 199.53
8.07 200.11
9.08 200.40
10.08 202.52
11.09 207.51
12.10 209.21
13.11 209.76
14.12 209.76
15.13 208.96
16.13 208.19
17.14 207.83
18.15 207.17
19.16 206.14
20.17 205.68
21.18 205.75
22.18 204.50
23.19 204.21
24.20 204.20
25.21 203.03
26.22 203.31
27.23 202.90
28.24 202.68
29.24 202.81
30.25 201.86
31.26 201.93
32.27 201.94
33.28 201.31
34.29 200.78
35.29 200.95
36.30 200.81
37.31 201.12
38.32 200.95
39.33 201.07
40.34 200.99
41.34 200.37
42.35 200.71
43.36 200.72
44.37 200.76
45.38 200.25
46.39 203.69
47.39 205.50
48.40 206.27
49.41 206.33
50.42 206.40
51.43 206.22
52.44 205.54
53.45 209.92
54.45 211.56
55.46 211.69
56.47 211.42
57.48 210.68
58.49 209.50
59.50 209.51
60.50 208.14
61.51 206.82
62.52 206.77
63.53 207.09
64.54 205.34
65.55 204.99
66.55 204.42
67.56 204.54
68.57 203.97
69.58 203.33
70.59 203.38
71.60 205.96
72.61 206.61
73.61 207.12
74.62 206.64
75.63 206.94
76.64 205.45
77.65 205.28
78.66 204.76
79.66 204.29
80.67 204.31
81.68 203.65
82.69 202.98
83.70 206.42
84.71 209.55
85.71 210.62
86.72 211.10
87.73 210.20
88.74 209.09
89.75 209.30
90.76 208.26
91.76 207.72
92.77 206.78
93.78 206.48
94.79 205.51
95.80 205.21
96.81 204.39
97.82 203.80
98.82 203.95
99.83 203.35
100.84 203.13
101.85 202.92
102.86 202.05
103.87 202.66
104.87 202.07
105.88 201.83
106.89 201.50
107.90 201.15
108.91 201.30
109.92 201.36
110.92 201.49
111.93 200.69
112.94 200.53
113.95 200.86
114.96 200.81
115.97 200.98
116.97 200.44
117.98 200.48
118.99 200.87
120.00 200.32
