# Time(ns)	Amplitude
0.00 199.71
1.01 199.99
2.02 200.01
3.03 199.90
4.03 200.36
5.04 199.57
6.05 199.82
7.06 199.68
8.07 199.67
9.08 200.39
10.08 200.34
11.09 199.68
12.10 200.58
13.11 199.73
14.12 199.90
15.13 199.99
16.13 200.49
17.14 199.83
18.15 200.00
19.16 200.18
20.17 199.69
21.18 199.99
22.18 200.10
23.19 200.17
24.20 200.11
25.21 200.29
26.22 199.84
27.23 200.53
28.24 200.27
29.24 199.50
30.25 199.65
31.26 200.14
32.27 199.72
33.28 199.79
34.29 199.95
35.29 199.84
36.30 199.99
37.31 199.84
38.32 200.14
39.33 200.12
40.34 200.19
41.34 200.06
42.35 200.35
43.36 200.23
44.37 199.71
45.38 199.76
46.39 199.41
47.39 200.51
48.40 199.89
49.41 200.20
50.42 200.13
51.43 199.24
52.44 200.06
53.45 199.48
54.45 200.09
55.46 200.38
56.47 199.81
57.48 199.68
58.49 199.47
59.50 206.14
60.50 210.57
61.51 215.48
62.52 216.86
63.53 216.80
64.54 216.41
65.55 215.20
66.55 213.75
67.56 214.20
68.57 216.48
69.58 216.85
70.59 216.17
71.60 215.70
72.61 220.85
73.61 222.89
74.62 223.56
75.63 222.24
76.64 220.31
77.65 218.76
78.66 217.92
79.66 215.77
80.67 214.51
81.68 213.11
82.69 212.16
83.70 210.86
84.71 209.68
85.71 209.35
86.72 207.68
87.73 207.65
88.74 206.84
89.75 206.12
90.76 205.53
91.76 205.56
92.77 204.08
93.78 203.88
94.79 203.52
95.80 202.89
96.81 203.37
97.82 202.31
98.82 202.56
99.83 201.80
100.84 202.15
101.85 201.94
102.86 205.43
103.87 207.95
104.87 208.48
105.88 208.51
106.89 208.49
107.90 208.05
108.91 207.20
109.92 206.13
110.92 205.72
111.93 205.69
112.94 204.93
113.95 204.68
114.96 203.60
115.97 203.52
116.97 202.83
117.98 203.22
118.99 202.44
120.00 203.15
