# Time(ns)	Amplitude
0.00 199.89
1.01 200.01
2.02 199.89
3.03 200.06
4.03 200.31
5.04 200.72
6.05 199.66
7.06 200.02
8.07 199.88
9.08 199.73
10.08 199.94
11.09 200.34
12.10 200.57
13.11 200.28
14.12 199.97
15.13 199.68
16.13 200.82
17.14 199.94
18.15 199.75
19.16 200.01
20.17 200.00
21.18 203.35
22.18 205.13
23.19 206.03
24.20 205.90
25.21 206.05
26.22 205.46
27.23 204.93
28.24 204.58
29.24 203.99
30.25 203.58
31.26 203.39
32.27 202.83
33.28 202.86
34.29 201.89
35.29 202.01
36.30 202.30
37.31 202.13
38.32 201.75
39.33 201.50
40.34 201.38
41.34 201.18
42.35 201.45
43.36 201.18
44.37 200.86
45.38 200.98
46.39 200.91
47.39 201.05
48.40 203.25
49.41 203.60
50.42 204.38
51.43 204.33
52.44 203.53
53.45 203.83
54.45 203.27
55.46 203.08
56.47 203.09
57.48 202.38
58.49 202.37
59.50 201.96
60.50 201.91
61.51 201.62
62.52 203.14
63.53 205.92
64.54 206.30
65.55 206.75
66.55 206.34
67.56 206.55
68.57 205.18
69.58 205.24
70.59 204.07
71.60 204.44
72.61 203.34
73.61 203.40
74.62 205.66
75.63 207.02
76.64 208.13
77.65 208.17
78.66 207.33
79.66 207.01
80.67 206.24
81.68 206.65
82.69 205.10
83.70 205.41
84.71 204.70
85.71 204.24
86.72 203.75
87.73 203.26
88.74 202.81
89.75 202.80
90.76 201.72
91.76 202.47
92.77 201.39
93.78 201.48
94.79 203.53
95.80 208.45
96.81 210.72
97.82 211.23
98.82 211.22
99.83 210.11
100.84 210.16
101.85 208.65
102.86 208.06
103.87 207.15
104.87 206.70
105.88 205.96
106.89 205.12
107.90 204.65
108.91 204.33
109.92 203.90
110.92 203.80
111.93 203.29
112.94 202.80
113.95 202.94
114.96 202.42
115.97 202.23
116.97 202.03
117.98 201.64
118.99 201.32
120.00 201.27
