# Time(ns)	Amplitude
0.00 199.94
1.01 199.90
2.02 199.82
3.03 200.21
4.03 199.67
5.04 200.73
6.05 200.31
7.06 199.98
8.07 199.62
9.08 200.42
10.08 199.92
11.09 199.82
12.10 201.15
13.11 205.41
14.12 207.82
15.13 208.26
16.13 208.82
17.14 207.70
18.15 208.28
19.16 206.64
20.17 206.83
21.18 206.15
22.18 205.04
23.19 204.93
24.20 204.56
25.21 204.32
26.22 203.24
27.23 203.02
28.24 202.63
29.24 202.38
30.25 202.12
31.26 202.19
32.27 201.57
33.28 208.01
34.29 211.24
35.29 212.08
36.30 212.76
37.31 212.24
38.32 210.65
39.33 209.72
40.34 209.06
41.34 208.31
42.35 207.55
43.36 207.37
44.37 208.41
45.38 210.21
46.39 210.04
47.39 209.83
48.40 209.66
49.41 208.73
50.42 208.64
51.43 208.04
52.44 206.80
53.45 206.17
54.45 205.83
55.46 205.68
56.47 204.64
57.48 203.97
58.49 203.81
59.50 203.85
60.50 202.95
61.51 203.06
62.52 202.41
63.53 202.32
64.54 202.27
65.55 202.36
66.55 201.52
67.56 201.98
68.57 201.29
69.58 201.72
70.59 202.15
71.60 200.64
72.61 200.92
73.61 200.97
74.62 201.30
75.63 200.89
76.64 201.01
77.65 201.18
78.66 200.49
79.66 200.36
80.67 201.02
81.68 200.89
82.69 200.28
83.70 199.77
84.71 200.28
85.71 200.03
86.72 200.86
87.73 200.86
88.74 200.53
89.75 200.71
90.76 200.33
91.76 200.57
92.77 200.65
93.78 200.11
94.79 199.92
95.80 200.16
96.81 200.25
97.82 200.73
98.82 199.88
99.83 199.79
100.84 199.91
101.85 199.35
102.86 203.01
103.87 208.21
104.87 212.32
105.88 216.45
106.89 218.20
107.90 217.12
108.91 216.63
109.92 215.28
110.92 214.47
111.93 213.14
112.94 211.83
113.95 211.36
114.96 209.61
115.97 209.06
116.97 208.16
117.98 207.31
118.99 206.54
120.00 206.23
