# Time(ns)	Amplitude
0.00 200.37
1.01 200.31
2.02 199.92
3.03 200.46
4.03 200.32
5.04 199.26
6.05 200.35
7.06 200.01
8.07 200.19
9.08 200.14
10.08 199.70
11.09 199.96
12.10 200.31
13.11 200.44
14.12 199.90
15.13 200.27
16.13 199.98
17.14 199.71
18.15 200.17
19.16 199.55
20.17 200.27
21.18 199.73
22.18 200.31
23.19 199.99
24.20 200.25
25.21 199.63
26.22 200.14
27.23 200.27
28.24 199.57
29.24 200.22
30.25 199.56
31.26 200.06
32.27 199.68
33.28 200.04
34.29 199.78
35.29 200.07
36.30 200.14
37.31 200.44
38.32 204.44
39.33 208.52
40.34 210.49
41.34 210.44
42.35 210.50
43.36 209.95
44.37 209.28
45.38 207.82
46.39 207.89
47.39 206.60
48.40 208.21
49.41 211.66
50.42 212.55
51.43 213.01
52.44 211.87
53.45 211.46
54.45 210.27
55.46 209.24
56.47 208.89
57.48 208.42
58.49 207.56
59.50 206.74
60.50 205.57
61.51 205.41
62.52 204.95
63.53 204.33
64.54 203.91
65.55 203.27
66.55 203.16
67.56 204.11
68.57 209.49
69.58 213.55
70.59 218.53
71.60 220.27
72.61 219.77
73.61 219.66
74.62 217.71
75.63 215.94
76.64 215.11
77.65 213.80
78.66 212.52
79.66 211.34
80.67 210.17
81.68 209.69
82.69 207.80
83.70 207.51
84.71 207.22
85.71 206.10
86.72 205.74
87.73 205.14
88.74 204.93
89.75 204.21
90.76 203.48
91.76 203.38
92.77 203.42
93.78 203.07
94.79 202.77
95.80 202.21
96.81 201.55
97.82 206.88
98.82 209.35
99.83 209.06
100.84 209.93
101.85 209.09
102.86 208.60
103.87 207.85
104.87 207.01
105.88 206.18
106.89 206.08
107.90 205.25
108.91 204.81
109.92 204.20
110.92 203.45
111.93 203.67
112.94 203.04
113.95 203.05
114.96 202.78
115.97 202.19
116.97 201.87
117.98 201.65
118.99 201.40
120.00 201.55
