# Time(ns)	Amplitude
0.00 200.50
1.01 199.36
2.02 200.55
3.03 200.22
4.03 200.17
5.04 199.46
6.05 199.30
7.06 199.92
8.07 199.63
9.08 200.53
10.08 206.91
11.09 209.83
12.10 211.78
13.11 211.32
14.12 210.76
15.13 209.79
16.13 209.03
17.14 208.28
18.15 207.52
19.16 206.49
20.17 206.35
21.18 205.35
22.18 205.25
23.19 204.99
24.20 204.36
25.21 203.57
26.22 203.55
27.23 203.30
28.24 202.52
29.24 202.05
30.25 201.98
31.26 201.80
32.27 201.57
33.28 201.62
34.29 201.39
35.29 201.51
36.30 200.99
37.31 201.02
38.32 200.87
39.33 201.13
40.34 200.73
41.34 200.86
42.35 200.67
43.36 200.93
44.37 200.71
45.38 200.35
46.39 200.31
47.39 200.18
48.40 200.48
49.41 200.20
50.42 200.32
51.43 200.28
52.44 199.91
53.45 200.26
54.45 200.29
55.46 200.30
56.47 199.61
57.48 200.27
58.49 200.38
59.50 200.20
60.50 199.81
61.51 199.93
62.52 200.00
63.53 199.49
64.54 200.61
65.55 200.44
66.55 199.76
67.56 199.89
68.57 200.05
69.58 200.28
70.59 200.15
71.60 199.86
72.61 200.09
73.61 200.39
74.62 200.51
75.63 200.58
76.64 199.82
77.65 200.45
78.66 199.53
79.66 202.31
80.67 203.73
81.68 204.02
82.69 206.17
83.70 208.39
84.71 209.24
85.71 213.40
86.72 214.19
87.73 214.14
88.74 213.38
89.75 212.40
90.76 211.28
91.76 210.79
92.77 209.80
93.78 208.88
94.79 207.55
95.80 206.98
96.81 206.29
97.82 206.38
98.82 205.33
99.83 204.62
100.84 204.13
101.85 203.84
102.86 203.57
103.87 203.11
104.87 202.79
105.88 202.65
106.89 202.52
107.90 202.83
108.91 204.76
109.92 205.53
110.92 205.86
111.93 205.47
112.94 205.14
113.95 205.63
114.96 204.47
115.97 204.33
116.97 203.54
117.98 203.34
118.99 202.98
120.00 202.72
