# Time(ns)	Amplitude
0.00 200.34
1.01 199.83
2.02 199.72
3.03 199.90
4.03 200.15
5.04 200.05
6.05 199.87
7.06 200.68
8.07 200.34
9.08 199.81
10.08 199.83
11.09 200.34
12.10 199.86
13.11 200.18
14.12 200.09
15.13 199.68
16.13 200.37
17.14 199.73
18.15 199.69
19.16 200.36
20.17 200.11
21.18 201.50
22.18 205.43
23.19 207.56
24.20 207.14
25.21 207.36
26.22 207.20
27.23 206.20
28.24 205.55
29.24 205.51
30.25 204.38
31.26 204.04
32.27 204.34
33.28 205.46
34.29 211.33
35.29 213.54
36.30 214.23
37.31 213.85
38.32 212.61
39.33 216.62
40.34 218.13
41.34 217.66
42.35 216.25
43.36 215.92
44.37 214.26
45.38 213.01
46.39 211.84
47.39 210.72
48.40 209.54
49.41 209.22
50.42 207.87
51.43 206.85
52.44 206.35
53.45 208.10
54.45 208.41
55.46 208.51
56.47 211.37
57.48 212.58
58.49 212.40
59.50 212.48
60.50 211.06
61.51 210.03
62.52 209.62
63.53 208.63
64.54 208.01
65.55 207.36
66.55 206.62
67.56 205.97
68.57 205.62
69.58 203.82
70.59 204.28
71.60 203.28
72.61 203.69
73.61 203.07
74.62 202.78
75.63 202.87
76.64 202.31
77.65 202.36
78.66 201.74
79.66 201.58
80.67 201.61
81.68 201.59
82.69 201.41
83.70 201.40
84.71 201.14
85.71 201.28
86.72 200.44
87.73 200.64
88.74 201.06
89.75 200.81
90.76 200.10
91.76 200.53
92.77 199.74
93.78 200.76
94.79 200.88
95.80 200.18
96.81 200.18
97.82 199.82
98.82 200.18
99.83 200.87
100.84 200.26
101.85 200.17
102.86 200.22
103.87 200.35
104.87 199.93
105.88 200.01
106.89 200.52
107.90 199.64
108.91 200.05
109.92 200.43
110.92 200.09
111.93 199.97
112.94 199.56
113.95 200.35
114.96 200.16
115.97 200.10
116.97 199.96
117.98 199.87
118.99 199.94
120.00 199.71
