# Time(ns)	Amplitude
0.00 199.69
1.01 200.31
2.02 199.81
3.03 199.83
4.03 199.79
5.04 200.13
6.05 199.67
7.06 200.29
8.07 199.88
9.08 199.88
10.08 200.01
11.09 199.67
12.10 200.12
13.11 200.49
14.12 199.79
15.13 200.17
16.13 200.40
17.14 200.13
18.15 200.25
19.16 200.04
20.17 200.26
21.18 201.11
22.18 203.61
23.19 204.46
24.20 204.65
25.21 204.44
26.22 203.81
27.23 203.96
28.24 203.72
29.24 203.14
30.25 203.23
31.26 202.80
32.27 202.51
33.28 202.34
34.29 203.68
35.29 209.09
36.30 212.12
37.31 212.78
38.32 212.86
39.33 211.44
40.34 211.39
41.34 210.78
42.35 208.87
43.36 208.31
44.37 207.58
45.38 206.66
46.39 206.59
47.39 205.63
48.40 208.53
49.41 211.77
50.42 213.08
51.43 214.16
52.44 215.54
53.45 215.14
54.45 214.18
55.46 213.71
56.47 211.50
57.48 211.45
58.49 210.15
59.50 208.90
60.50 208.35
61.51 207.65
62.52 206.51
63.53 206.17
64.54 205.73
65.55 205.36
66.55 204.32
67.56 203.65
68.57 203.48
69.58 203.41
70.59 202.90
71.60 202.55
72.61 202.20
73.61 202.28
74.62 201.96
75.63 201.92
76.64 201.74
77.65 201.57
78.66 201.24
79.66 200.88
80.67 200.99
81.68 201.13
82.69 200.53
83.70 201.22
84.71 200.96
85.71 200.88
86.72 200.65
87.73 200.09
88.74 200.63
89.75 200.99
90.76 200.07
91.76 203.76
92.77 206.02
93.78 207.05
94.79 206.40
95.80 206.99
96.81 206.38
97.82 205.73
98.82 205.33
99.83 205.26
100.84 204.61
101.85 203.15
102.86 203.58
103.87 203.38
104.87 202.74
105.88 202.83
106.89 202.06
107.90 202.19
108.91 201.83
109.92 201.96
110.92 201.42
111.93 201.60
112.94 200.73
113.95 201.46
114.96 201.21
115.97 201.55
116.97 200.65
117.98 200.63
118.99 201.52
120.00 200.79
