# Time(ns)	Amplitude
0.00 200.30
1.01 200.40
2.02 199.37
3.03 200.39
4.03 200.59
5.04 200.48
6.05 199.99
7.06 199.73
8.07 200.10
9.08 199.86
10.08 199.99
11.09 200.07
12.10 200.32
13.11 200.19
14.12 199.91
15.13 200.54
16.13 199.70
17.14 200.27
18.15 200.00
19.16 200.12
20.17 199.79
21.18 199.99
22.18 199.96
23.19 201.79
24.20 203.82
25.21 203.74
26.22 203.85
27.23 204.50
28.24 203.83
29.24 203.31
30.25 203.11
31.26 202.92
32.27 203.20
33.28 202.73
34.29 202.07
35.29 201.94
36.30 201.74
37.31 201.87
38.32 201.77
39.33 201.63
40.34 201.19
41.34 200.95
42.35 203.10
43.36 204.20
44.37 204.61
45.38 204.70
46.39 204.37
47.39 204.54
48.40 203.84
49.41 203.79
50.42 202.96
51.43 203.41
52.44 202.75
53.45 202.45
54.45 201.75
55.46 204.43
56.47 209.10
57.48 211.30
58.49 211.74
59.50 211.59
60.50 211.27
61.51 209.76
62.52 209.36
63.53 208.93
64.54 207.97
65.55 206.89
66.55 206.56
67.56 205.76
68.57 205.44
69.58 204.79
70.59 204.37
71.60 203.94
72.61 203.46
73.61 202.94
74.62 202.86
75.63 202.97
76.64 202.84
77.65 202.27
78.66 201.40
79.66 202.13
80.67 201.68
81.68 201.14
82.69 203.35
83.70 204.98
84.71 205.62
85.71 205.60
86.72 205.40
87.73 204.51
88.74 204.42
89.75 203.77
90.76 202.92
91.76 203.35
92.77 202.79
93.78 201.95
94.79 202.02
95.80 202.20
96.81 201.85
97.82 201.69
98.82 201.43
99.83 201.54
100.84 201.23
101.85 201.53
102.86 201.24
103.87 201.21
104.87 200.45
105.88 200.29
106.89 203.62
107.90 205.78
108.91 206.39
109.92 206.77
110.92 206.40
111.93 205.66
112.94 205.20
113.95 205.12
114.96 204.31
115.97 204.53
116.97 203.96
117.98 203.69
118.99 203.45
120.00 203.25
