# Time(ns)	Amplitude
0.00 200.22
1.01 199.21
2.02 200.02
3.03 200.01
4.03 199.40
5.04 199.87
6.05 199.64
7.06 200.50
8.07 204.32
9.08 206.92
10.08 208.48
11.09 208.05
12.10 208.57
13.11 208.16
14.12 207.60
15.13 206.33
16.13 206.26
17.14 205.41
18.15 204.95
19.16 207.58
20.17 210.16
21.18 211.70
22.18 211.22
23.19 211.05
24.20 210.33
25.21 209.50
26.22 208.69
27.23 207.76
28.24 207.48
29.24 206.65
30.25 205.91
31.26 205.45
32.27 204.47
33.28 204.23
34.29 204.28
35.29 203.15
36.30 202.78
37.31 202.98
38.32 207.19
39.33 209.35
40.34 210.02
41.34 209.61
42.35 209.53
43.36 208.73
44.37 208.18
45.38 207.39
46.39 205.76
47.39 205.58
48.40 205.52
49.41 204.16
50.42 203.80
51.43 203.73
52.44 203.87
53.45 202.71
54.45 203.14
55.46 202.89
56.47 201.99
57.48 202.68
58.49 201.88
59.50 202.08
60.50 201.62
61.51 201.49
62.52 201.18
63.53 200.87
64.54 201.38
65.55 200.91
66.55 200.88
67.56 200.91
68.57 200.52
69.58 201.70
70.59 205.69
71.60 207.41
72.61 207.50
73.61 207.97
74.62 207.07
75.63 206.43
76.64 206.43
77.65 205.76
78.66 205.27
79.66 204.22
80.67 204.28
81.68 204.02
82.69 203.33
83.70 202.59
84.71 203.00
85.71 202.42
86.72 202.67
87.73 202.12
88.74 201.68
89.75 201.20
90.76 201.83
91.76 201.50
92.77 201.41
93.78 200.50
94.79 200.93
95.80 201.07
96.81 201.00
97.82 202.86
98.82 204.50
99.83 204.56
100.84 204.92
101.85 204.26
102.86 203.25
103.87 203.50
104.87 203.68
105.88 203.37
106.89 203.03
107.90 202.75
108.91 202.31
109.92 201.78
110.92 201.56
111.93 202.06
112.94 201.62
113.95 201.10
114.96 201.29
115.97 201.37
116.97 200.16
117.98 201.14
118.99 200.92
120.00 200.75
