# Time(ns)	Amplitude
0.00 199.70
1.01 200.36
2.02 200.26
3.03 200.08
4.03 199.97
5.04 199.91
6.05 200.24
7.06 200.20
8.07 200.35
9.08 200.10
10.08 199.71
11.09 200.15
12.10 200.69
13.11 206.23
14.12 208.95
15.13 209.69
16.13 210.29
17.14 209.29
18.15 209.17
19.16 212.34
20.17 212.77
21.18 213.16
22.18 213.22
23.19 211.83
24.20 211.25
25.21 210.27
26.22 209.15
27.23 208.71
28.24 207.70
29.24 206.80
30.25 206.05
31.26 205.65
32.27 205.19
33.28 204.96
34.29 205.09
35.29 208.40
36.30 210.40
37.31 210.55
38.32 210.63
39.33 209.12
40.34 209.26
41.34 208.77
42.35 207.71
43.36 206.98
44.37 206.41
45.38 206.21
46.39 205.94
47.39 204.19
48.40 204.24
49.41 204.12
50.42 203.31
51.43 203.60
52.44 202.45
53.45 202.34
54.45 202.06
55.46 202.24
56.47 202.05
57.48 206.50
58.49 209.32
59.50 209.54
60.50 210.21
61.51 209.34
62.52 210.95
63.53 213.61
64.54 215.04
65.55 214.34
66.55 213.26
67.56 212.33
68.57 211.17
69.58 210.52
70.59 209.30
71.60 208.35
72.61 208.11
73.61 206.80
74.62 206.39
75.63 205.95
76.64 205.60
77.65 205.01
78.66 204.25
79.66 203.86
80.67 203.76
81.68 203.05
82.69 202.81
83.70 202.86
84.71 202.60
85.71 201.96
86.72 202.03
87.73 201.79
88.74 201.29
89.75 201.27
90.76 201.69
91.76 201.70
92.77 201.93
93.78 201.23
94.79 201.25
95.80 201.18
96.81 200.27
97.82 200.76
98.82 200.49
99.83 200.43
100.84 200.57
101.85 200.18
102.86 200.46
103.87 200.96
104.87 200.51
105.88 200.64
106.89 200.53
107.90 200.50
108.91 200.51
109.92 200.29
110.92 200.19
111.93 200.30
112.94 199.64
113.95 200.31
114.96 200.35
115.97 200.36
116.97 199.90
117.98 200.24
118.99 199.92
120.00 200.33
