# Time(ns)	Amplitude
0.00 200.06
1.01 200.02
2.02 199.76
3.03 200.32
4.03 199.51
5.04 199.86
6.05 200.20
7.06 199.69
8.07 200.28
9.08 199.47
10.08 200.11
11.09 199.12
12.10 199.74
13.11 199.71
14.12 199.51
15.13 199.65
16.13 199.90
17.14 200.13
18.15 200.38
19.16 200.31
20.17 199.85
21.18 200.04
22.18 199.62
23.19 199.94
24.20 200.16
25.21 200.27
26.22 199.75
27.23 200.20
28.24 199.78
29.24 200.44
30.25 199.92
31.26 200.00
32.27 199.88
33.28 199.86
34.29 199.73
35.29 200.04
36.30 200.15
37.31 199.93
38.32 200.12
39.33 199.64
40.34 200.63
41.34 200.23
42.35 199.85
43.36 202.51
44.37 206.63
45.38 209.68
46.39 210.79
47.39 210.11
48.40 210.14
49.41 209.20
50.42 208.77
51.43 207.76
52.44 207.33
53.45 206.18
54.45 205.42
55.46 205.06
56.47 204.49
57.48 204.71
58.49 204.48
59.50 203.52
60.50 203.32
61.51 202.34
62.52 202.94
63.53 202.95
64.54 201.73
65.55 201.90
66.55 201.57
67.56 201.30
68.57 201.13
69.58 201.03
70.59 201.44
71.60 201.55
72.61 200.99
73.61 201.20
74.62 200.92
75.63 200.64
76.64 200.48
77.65 200.64
78.66 200.24
79.66 201.12
80.67 200.53
81.68 201.99
82.69 206.13
83.70 208.14
84.71 208.52
85.71 208.51
86.72 207.50
87.73 207.91
88.74 206.40
89.75 206.23
90.76 205.67
91.76 204.91
92.77 205.13
93.78 204.85
94.79 203.30
95.80 203.27
96.81 203.02
97.82 203.16
98.82 201.98
99.83 202.16
100.84 202.21
101.85 202.38
102.86 201.41
103.87 202.30
104.87 203.61
105.88 204.57
106.89 204.44
107.90 205.08
108.91 209.37
109.92 215.94
110.92 219.96
111.93 221.24
112.94 221.52
113.95 220.66
114.96 219.16
115.97 216.77
116.97 215.90
117.98 215.33
118.99 213.45
120.00 211.92
