# Time(ns)	Amplitude
0.00 199.72
1.01 199.59
2.02 200.09
3.03 200.06
4.03 199.78
5.04 200.39
6.05 199.66
7.06 200.22
8.07 199.92
9.08 200.03
10.08 199.56
11.09 199.82
12.10 199.80
13.11 200.38
14.12 199.57
15.13 200.05
16.13 199.97
17.14 200.10
18.15 199.55
19.16 199.95
20.17 201.01
21.18 202.11
22.18 202.79
23.19 203.63
24.20 202.69
25.21 202.74
26.22 201.92
27.23 202.66
28.24 202.06
29.24 202.30
30.25 201.99
31.26 200.94
32.27 201.59
33.28 201.48
34.29 201.52
35.29 204.68
36.30 207.77
37.31 208.89
38.32 209.23
39.33 209.05
40.34 208.39
41.34 207.65
42.35 207.12
43.36 206.37
44.37 206.26
45.38 205.21
46.39 204.44
47.39 204.12
48.40 203.47
49.41 203.29
50.42 203.51
51.43 202.89
52.44 202.45
53.45 202.25
54.45 202.19
55.46 201.56
56.47 201.46
57.48 201.41
58.49 200.81
59.50 201.15
60.50 201.26
61.51 201.07
62.52 205.63
63.53 207.77
64.54 209.53
65.55 209.55
66.55 208.85
67.56 208.33
68.57 207.96
69.58 206.90
70.59 205.98
71.60 205.52
72.61 205.17
73.61 205.22
74.62 203.81
75.63 204.41
76.64 203.38
77.65 203.69
78.66 203.28
79.66 201.74
80.67 202.54
81.68 202.30
82.69 201.93
83.70 201.75
84.71 201.32
85.71 201.50
86.72 201.78
87.73 201.04
88.74 201.04
89.75 201.06
90.76 201.14
91.76 201.07
92.77 200.46
93.78 200.36
94.79 201.86
95.80 203.80
96.81 204.37
97.82 204.37
98.82 204.19
99.83 204.68
100.84 203.42
101.85 203.14
102.86 203.48
103.87 203.26
104.87 202.89
105.88 202.25
106.89 201.89
107.90 202.06
108.91 201.95
109.92 201.98
110.92 206.08
111.93 206.96
112.94 207.29
113.95 207.52
114.96 206.09
115.97 206.36
116.97 205.77
117.98 205.42
118.99 205.27
120.00 204.82
