# Time(ns)	Amplitude
0.00 200.01
1.01 199.85
2.02 200.03
3.03 200.01
4.03 199.82
5.04 200.00
6.05 200.05
7.06 200.15
8.07 200.10
9.08 199.73
10.08 200.14
11.09 200.03
12.10 200.24
13.11 200.45
14.12 199.94
15.13 201.28
16.13 203.54
17.14 204.95
18.15 204.40
19.16 204.54
20.17 204.32
21.18 204.11
22.18 208.12
23.19 210.83
24.20 211.94
25.21 211.54
26.22 211.14
27.23 210.35
28.24 209.91
29.24 208.55
30.25 207.83
31.26 207.98
32.27 207.03
33.28 205.87
34.29 205.44
35.29 205.33
36.30 204.94
37.31 204.11
38.32 203.36
39.33 203.30
40.34 202.44
41.34 202.67
42.35 202.71
43.36 202.38
44.37 202.30
45.38 201.19
46.39 201.81
47.39 201.80
48.40 201.13
49.41 201.43
50.42 201.65
51.43 201.47
52.44 200.81
53.45 200.94
54.45 201.03
55.46 200.91
56.47 200.24
57.48 200.58
58.49 201.33
59.50 200.32
60.50 200.34
61.51 200.35
62.52 199.93
63.53 200.43
64.54 200.13
65.55 200.40
66.55 199.95
67.56 200.19
68.57 200.43
69.58 199.89
70.59 200.55
71.60 200.51
72.61 200.12
73.61 199.63
74.62 199.82
75.63 200.41
76.64 200.92
77.65 200.34
78.66 200.32
79.66 199.95
80.67 199.60
81.68 200.12
82.69 199.79
83.70 201.07
84.71 207.73
85.71 211.05
86.72 211.24
87.73 211.15
88.74 213.64
89.75 214.36
90.76 214.58
91.76 213.76
92.77 212.34
93.78 211.88
94.79 210.76
95.80 209.43
96.81 208.66
97.82 208.04
98.82 211.75
99.83 213.91
100.84 213.95
101.85 213.84
102.86 213.02
103.87 212.25
104.87 211.27
105.88 210.27
106.89 209.10
107.90 208.73
108.91 207.99
109.92 207.00
110.92 205.89
111.93 206.03
112.94 204.93
113.95 204.78
114.96 204.32
115.97 203.69
116.97 203.66
117.98 202.48
118.99 202.80
120.00 202.71
