# Time(ns)	Amplitude
0.00 199.76
1.01 200.47
2.02 199.98
3.03 199.71
4.03 200.09
5.04 199.78
6.05 199.82
7.06 200.05
8.07 200.03
9.08 200.08
10.08 200.06
11.09 200.33
12.10 200.04
13.11 200.08
14.12 199.85
15.13 200.45
16.13 199.89
17.14 199.76
18.15 200.03
19.16 199.80
20.17 199.45
21.18 199.79
22.18 199.90
23.19 200.22
24.20 199.83
25.21 199.80
26.22 200.23
27.23 199.94
28.24 199.94
29.24 199.79
30.25 200.44
31.26 199.61
32.27 200.12
33.28 199.99
34.29 200.03
35.29 199.75
36.30 200.52
37.31 200.47
38.32 200.31
39.33 202.84
40.34 202.92
41.34 202.98
42.35 203.33
43.36 202.83
44.37 202.85
45.38 202.41
46.39 202.11
47.39 202.22
48.40 202.00
49.41 201.92
50.42 201.55
51.43 201.31
52.44 200.87
53.45 201.35
54.45 201.02
55.46 200.97
56.47 200.64
57.48 203.11
58.49 205.89
59.50 206.55
60.50 209.29
61.51 210.75
62.52 210.59
63.53 209.32
64.54 209.44
65.55 208.42
66.55 207.57
67.56 207.06
68.57 206.50
69.58 205.88
70.59 205.58
71.60 204.87
72.61 204.87
73.61 203.67
74.62 203.68
75.63 203.27
76.64 202.70
77.65 202.35
78.66 202.37
79.66 202.45
80.67 201.85
81.68 201.80
82.69 201.65
83.70 201.55
84.71 201.00
85.71 201.18
86.72 201.06
87.73 201.09
88.74 200.95
89.75 200.89
90.76 200.98
91.76 200.34
92.77 200.73
93.78 200.35
94.79 200.80
95.80 200.35
96.81 199.86
97.82 204.58
98.82 207.27
99.83 207.49
100.84 208.06
101.85 207.62
102.86 206.52
103.87 206.61
104.87 206.08
105.88 205.76
106.89 204.61
107.90 204.45
108.91 205.22
109.92 206.50
110.92 206.64
111.93 206.55
112.94 205.92
113.95 206.49
114.96 205.91
115.97 205.12
116.97 204.54
117.98 204.20
118.99 204.52
120.00 203.62
