# Time(ns)	Amplitude
0.00 199.77
1.01 200.15
2.02 200.02
3.03 199.71
4.03 199.68
5.04 199.97
6.05 200.19
7.06 199.74
8.07 205.02
9.08 206.45
10.08 208.84
11.09 212.49
12.10 213.20
13.11 213.50
14.12 212.70
15.13 211.83
16.13 211.08
17.14 209.93
18.15 209.43
19.16 208.40
20.17 207.71
21.18 206.79
22.18 206.62
23.19 205.02
24.20 205.16
25.21 204.41
26.22 203.92
27.23 203.57
28.24 203.20
29.24 203.47
30.25 202.69
31.26 203.01
32.27 201.90
33.28 201.77
34.29 202.04
35.29 201.89
36.30 201.55
37.31 201.20
38.32 201.11
39.33 201.06
40.34 200.56
41.34 201.37
42.35 200.86
43.36 200.73
44.37 200.87
45.38 200.35
46.39 201.06
47.39 200.66
48.40 200.86
49.41 200.47
50.42 200.56
51.43 200.14
52.44 200.22
53.45 199.58
54.45 200.20
55.46 200.00
56.47 203.23
57.48 207.78
58.49 210.51
59.50 211.48
60.50 210.89
61.51 210.64
62.52 209.74
63.53 209.15
64.54 208.29
65.55 207.35
66.55 206.65
67.56 206.28
68.57 205.48
69.58 205.73
70.59 204.70
71.60 203.59
72.61 203.89
73.61 203.25
74.62 203.58
75.63 207.83
76.64 209.71
77.65 210.39
78.66 209.82
79.66 209.57
80.67 208.78
81.68 208.67
82.69 207.82
83.70 206.68
84.71 206.14
85.71 205.37
86.72 205.14
87.73 204.52
88.74 204.71
89.75 203.44
90.76 203.58
91.76 203.08
92.77 202.88
93.78 207.77
94.79 211.94
95.80 212.50
96.81 213.90
97.82 213.05
98.82 212.04
99.83 211.07
100.84 209.93
101.85 209.27
102.86 208.61
103.87 206.98
104.87 206.38
105.88 206.27
106.89 205.52
107.90 205.37
108.91 204.39
109.92 204.34
110.92 203.74
111.93 202.95
112.94 202.76
113.95 202.57
114.96 202.72
115.97 202.29
116.97 201.87
117.98 201.83
118.99 201.32
120.00 201.43
