# Time(ns)	Amplitude
0.00 200.32
1.01 199.74
2.02 200.24
3.03 199.95
4.03 199.67
5.04 199.74
6.05 199.29
7.06 199.97
8.07 200.13
9.08 199.48
10.08 204.63
11.09 206.84
12.10 207.70
13.11 207.93
14.12 207.87
15.13 207.23
16.13 206.06
17.14 205.78
18.15 205.30
19.16 205.02
20.17 204.54
21.18 204.33
22.18 203.52
23.19 203.54
24.20 202.90
25.21 202.50
26.22 202.81
27.23 201.87
28.24 202.08
29.24 201.57
30.25 201.78
31.26 201.68
32.27 201.15
33.28 201.11
34.29 201.49
35.29 201.04
36.30 200.78
37.31 200.67
38.32 200.75
39.33 200.34
40.34 200.68
41.34 201.78
42.35 205.16
43.36 206.30
44.37 206.76
45.38 207.57
46.39 206.65
47.39 206.36
48.40 205.94
49.41 205.60
50.42 204.49
51.43 204.91
52.44 204.03
53.45 204.04
54.45 203.12
55.46 205.82
56.47 205.60
57.48 205.44
58.49 205.01
59.50 205.12
60.50 203.97
61.51 203.74
62.52 205.58
63.53 208.84
64.54 209.36
65.55 209.24
66.55 209.74
67.56 208.55
68.57 208.00
69.58 207.21
70.59 206.52
71.60 205.66
72.61 205.17
73.61 204.47
74.62 203.89
75.63 203.45
76.64 203.48
77.65 203.63
78.66 202.71
79.66 202.63
80.67 202.65
81.68 202.32
82.69 202.52
83.70 201.49
84.71 201.48
85.71 201.41
86.72 201.47
87.73 201.23
88.74 201.34
89.75 200.56
90.76 201.01
91.76 201.25
92.77 201.05
93.78 202.30
94.79 204.23
95.80 205.79
96.81 206.45
97.82 205.51
98.82 205.94
99.83 205.38
100.84 204.91
101.85 204.99
102.86 203.85
103.87 203.66
104.87 203.31
105.88 203.13
106.89 202.56
107.90 202.99
108.91 202.63
109.92 202.19
110.92 201.77
111.93 201.65
112.94 201.42
113.95 200.89
114.96 201.93
115.97 201.15
116.97 200.80
117.98 201.33
118.99 201.28
120.00 200.94
