# Time(ns)	Amplitude
0.00 199.58
1.01 199.68
2.02 199.68
3.03 200.58
4.03 200.34
5.04 200.00
6.05 199.77
7.06 200.33
8.07 199.82
9.08 200.04
10.08 199.87
11.09 200.13
12.10 199.57
13.11 200.10
14.12 199.91
15.13 200.21
16.13 199.43
17.14 199.77
18.15 200.32
19.16 200.18
20.17 199.71
21.18 199.58
22.18 200.10
23.19 200.13
24.20 199.56
25.21 200.01
26.22 204.92
27.23 209.14
28.24 210.93
29.24 210.94
30.25 210.42
31.26 210.25
32.27 209.62
33.28 208.96
34.29 207.36
35.29 207.15
36.30 209.91
37.31 214.05
38.32 215.56
39.33 215.61
40.34 215.05
41.34 213.37
42.35 212.01
43.36 211.89
44.37 210.05
45.38 209.27
46.39 210.87
47.39 211.56
48.40 211.90
49.41 211.28
50.42 210.36
51.43 209.57
52.44 208.61
53.45 208.44
54.45 207.23
55.46 207.03
56.47 205.72
57.48 205.35
58.49 205.27
59.50 204.36
60.50 203.84
61.51 203.31
62.52 203.45
63.53 203.27
64.54 203.31
65.55 202.91
66.55 202.51
67.56 201.52
68.57 201.70
69.58 201.62
70.59 201.72
71.60 201.31
72.61 201.27
73.61 200.92
74.62 200.26
75.63 201.33
76.64 200.49
77.65 200.76
78.66 200.63
79.66 200.35
80.67 200.47
81.68 200.56
82.69 200.58
83.70 200.51
84.71 200.66
85.71 200.68
86.72 200.24
87.73 200.57
88.74 200.01
89.75 200.37
90.76 200.06
91.76 200.24
92.77 200.31
93.78 199.98
94.79 200.36
95.80 199.84
96.81 200.10
97.82 199.93
98.82 199.45
99.83 199.96
100.84 200.47
101.85 200.05
102.86 200.14
103.87 202.59
104.87 210.83
105.88 213.14
106.89 214.24
107.90 214.76
108.91 214.17
109.92 213.03
110.92 212.06
111.93 210.76
112.94 210.44
113.95 209.25
114.96 208.16
115.97 207.36
116.97 206.50
117.98 206.43
118.99 205.63
120.00 204.57
