# Time(ns)	Amplitude
0.00 199.63
1.01 199.34
2.02 200.38
3.03 200.22
4.03 199.81
5.04 200.69
6.05 199.79
7.06 200.28
8.07 199.43
9.08 200.01
10.08 199.78
11.09 199.97
12.10 200.09
13.11 199.28
14.12 199.69
15.13 200.06
16.13 199.93
17.14 199.77
18.15 200.02
19.16 199.97
20.17 200.36
21.18 200.15
22.18 199.73
23.19 199.79
24.20 199.88
25.21 199.79
26.22 199.85
27.23 200.21
28.24 202.36
29.24 204.67
30.25 206.69
31.26 205.94
32.27 206.05
33.28 205.86
34.29 205.38
35.29 204.72
36.30 204.53
37.31 203.83
38.32 203.85
39.33 209.58
40.34 212.90
41.34 213.58
42.35 213.70
43.36 213.33
44.37 212.22
45.38 211.97
46.39 210.46
47.39 209.55
48.40 208.66
49.41 208.09
50.42 207.74
51.43 206.79
52.44 205.51
53.45 205.01
54.45 207.02
55.46 209.98
56.47 211.74
57.48 211.13
58.49 211.29
59.50 210.80
60.50 209.64
61.51 208.56
62.52 207.85
63.53 206.69
64.54 206.03
65.55 205.76
66.55 204.67
67.56 204.69
68.57 204.24
69.58 203.01
70.59 203.17
71.60 203.75
72.61 202.95
73.61 202.59
74.62 202.90
75.63 202.31
76.64 204.34
77.65 208.85
78.66 210.44
79.66 210.87
80.67 210.70
81.68 209.80
82.69 209.36
83.70 208.11
84.71 208.67
85.71 207.50
86.72 209.58
87.73 210.95
88.74 212.28
89.75 211.66
90.76 211.09
91.76 210.27
92.77 209.35
93.78 209.27
94.79 208.13
95.80 206.54
96.81 206.80
97.82 205.80
98.82 205.08
99.83 205.06
100.84 204.12
101.85 204.27
102.86 203.83
103.87 203.12
104.87 203.33
105.88 202.18
106.89 202.54
107.90 202.08
108.91 201.54
109.92 202.03
110.92 201.38
111.93 201.16
112.94 201.77
113.95 201.05
114.96 200.61
115.97 200.74
116.97 201.24
117.98 200.99
118.99 200.66
120.00 200.86
